P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_SL,P_IntraSL,P_OM,Date,day,dte,EntryTime,Future,CE.Price,PE.Price,SL,IntraSL,STD0.Scrip,STD0.Open,STD0.SL.Flag,STD0.SL.Time,STD0.INTRA_SL.Flag,STD0.INTRA_SL.Time,STD0.PNL,STD1.Scrip,STD1.Open,STD1.SL.Flag,STD1.SL.Time,STD1.INTRA_SL.Flag,STD1.INTRA_SL.Time,STD1.PNL,STD2.Scrip,STD2.Open,STD2.SL.Flag,STD2.SL.Time,STD2.INTRA_SL.Flag,STD2.INTRA_SL.Time,STD2.PNL,STD3.Scrip,STD3.Open,STD3.SL.Flag,STD3.SL.Time,STD3.INTRA_SL.Flag,STD3.INTRA_SL.Time,STD3.PNL,STD4.Scrip,STD4.Open,STD4.SL.Flag,STD4.SL.Time,STD4.INTRA_SL.Flag,STD4.INTRA_SL.Time,STD4.PNL,STD5.Scrip,STD5.Open,STD5.SL.Flag,STD5.SL.Time,STD5.INTRA_SL.Flag,STD5.INTRA_SL.Time,STD5.PNL,STD6.Scrip,STD6.Open,STD6.SL.Flag,STD6.SL.Time,STD6.INTRA_SL.Flag,STD6.INTRA_SL.Time,STD6.PNL,STD7.Scrip,STD7.Open,STD7.SL.Flag,STD7.SL.Time,STD7.INTRA_SL.Flag,STD7.INTRA_SL.Time,STD7.PNL,STD8.Scrip,STD8.Open
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-20,Friday,6,09:16:00,19056.0,51.2,52.7,99.744,89.354,"('19300CE', '18800PE')",103.9,True,2017-01-20 09:29:00,False,,-7.0,"('19300CE', '18800PE')",98.2,True,2017-01-20 09:50:00,False,,-5.18,"('19300CE', '18800PE')",94.25,True,2017-01-20 11:11:00,False,,-5.08,"('19300CE', '18800PE')",90.35,True,2017-01-20 12:07:00,False,,-5.03,"('19300CE', '18900PE')",110.85000000000001,False,,False,,58.01,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-23,Monday,3,09:16:00,18795.05,43.8,57.05,96.81599999999999,86.731,"('19000CE', '18600PE')",100.85,True,2017-01-23 09:20:00,False,,-5.46,"('18900CE', '18600PE')",123.8,True,2017-01-23 09:25:00,False,,-8.0,"('18900CE', '18600PE')",117.35,True,2017-01-23 09:28:00,False,,-6.27,"('18900CE', '18600PE')",112.55,True,2017-01-23 11:57:00,False,,-7.56,"('19000CE', '18700PE')",95.44999999999999,True,2017-01-23 12:12:00,False,,-5.89,"('19000CE', '18700PE')",90.75,True,2017-01-23 13:05:00,False,,-5.53,"('18900CE', '18700PE')",110.35,True,2017-01-23 14:00:00,False,,-6.18,"('18900CE', '18700PE')",105.55,False,,False,,15.13,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-24,Tuesday,2,09:16:00,18992.1,78.2,43.65,116.97599999999998,104.791,"('19000CE', '18900PE')",121.85,True,2017-01-24 09:28:00,False,,-6.67,"('19000CE', '18900PE')",116.7,True,2017-01-24 09:49:00,False,,-7.86,"('19000CE', '18900PE')",110.3,True,2017-01-24 10:32:00,False,,-6.43,"('19000CE', '18900PE')",105.25,True,2017-01-24 12:18:00,False,,-5.87,"('19000CE', '18900PE')",100.7,True,2017-01-24 12:53:00,False,,-5.86,"('19000CE', '18900PE')",96.1,True,2017-01-24 12:54:00,False,,-5.35,"('19000CE', '18900PE')",91.95,False,,False,,2.45,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-25,Wednesday,1,09:16:00,19147.0,24.05,71.9,92.112,82.517,"('19200CE', '19200PE')",95.95,True,2017-01-25 09:27:00,False,,-7.1,"('19100CE', '19200PE')",133.85000000000002,True,2017-01-25 11:05:00,False,,-7.12,"('19100CE', '19200PE')",128.39999999999998,True,2017-01-25 11:56:00,False,,-7.15,"('19100CE', '19200PE')",122.85,False,,False,,232.76,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-27,Friday,7,09:16:00,19620.95,50.0,47.1,93.216,83.506,"('20100CE', '19000PE')",97.1,False,,False,,55.14,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-30,Monday,4,09:16:00,19728.1,45.8,46.8,88.89599999999999,79.636,"('20400CE', '19000PE')",92.6,False,,False,,-4.36,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-31,Tuesday,3,09:16:00,19599.95,49.6,54.6,100.032,89.612,"('20300CE', '19000PE')",104.2,True,2017-01-31 09:46:00,False,,-5.65,"('20200CE', '18900PE')",96.95,True,2017-01-31 14:26:00,False,,-5.21,"('20200CE', '19000PE')",105.19999999999999,True,2017-01-31 14:52:00,False,,-5.61,"('20200CE', '19000PE')",100.9,True,2017-01-31 15:02:00,False,,-6.41,"('20100CE', '19000PE')",111.0,False,,False,,-3.99,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-01,Wednesday,2,09:16:00,19612.85,52.05,49.15,97.15199999999999,87.03199999999998,"('20100CE', '19000PE')",101.19999999999999,True,2017-02-01 12:33:00,False,,-5.96,"('20100CE', '19000PE')",96.5,True,2017-02-01 12:37:00,False,,-7.01,"('20100CE', '19100PE')",105.05000000000001,True,2017-02-01 12:38:00,False,,-6.96,"('20100CE', '19100PE')",99.4,True,2017-02-01 12:41:00,False,,-6.99,"('20100CE', '19100PE')",93.65,True,2017-02-01 12:44:00,False,,-8.52,"('20000CE', '19200PE')",119.4,True,2017-02-01 12:45:00,False,,-13.39,"('19900CE', '19200PE')",126.6,True,2017-02-01 12:47:00,False,,-11.83,"('19900CE', '19200PE')",116.35,True,2017-02-01 12:52:00,False,,-11.7,"('19900CE', '19200PE')",106.1
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-02,Thursday,1,09:16:00,20082.0,88.0,57.55,139.728,125.173,"('20000CE', '20000PE')",145.55,True,2017-02-02 09:24:00,False,,-10.47,"('20000CE', '20000PE')",136.89999999999998,True,2017-02-02 09:32:00,False,,-9.01,"('20000CE', '20000PE')",129.6,True,2017-02-02 09:37:00,False,,-7.67,"('20000CE', '20000PE')",123.55000000000001,True,2017-02-02 09:41:00,False,,-8.24,"('19900CE', '20000PE')",175.55,True,2017-02-02 11:09:00,False,,-11.49,"('20000CE', '20100PE')",161.4,True,2017-02-02 12:43:00,False,,-18.22,"('19900CE', '20000PE')",140.85,False,,False,,6.94,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-03,Friday,7,09:16:00,20082.3,62.8,64.0,121.728,109.048,"('20400CE', '19700PE')",126.8,True,2017-02-03 10:50:00,False,,-7.38,"('20400CE', '19800PE')",140.4,True,2017-02-03 14:42:00,False,,-9.66,"('20400CE', '19900PE')",155.55,False,,False,,-6.64,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-06,Monday,4,09:16:00,20390.0,65.3,67.9,127.87199999999999,114.55199999999999,"('20600CE', '20100PE')",133.2,False,,False,,-1.16,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-07,Tuesday,3,09:16:00,20397.75,69.55,64.35,128.54399999999998,115.15399999999998,"('20600CE', '20100PE')",133.89999999999998,True,2017-02-07 09:40:00,False,,-8.77,"('20500CE', '20100PE')",151.10000000000002,True,2017-02-07 14:43:00,False,,-8.04,"('20500CE', '20100PE')",144.95,True,2017-02-07 15:21:00,False,,-7.76,"('20500CE', '20200PE')",168.45,False,,False,,-1.56,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-08,Wednesday,2,09:16:00,20380.0,83.2,83.55,160.07999999999998,143.405,"('20500CE', '20200PE')",166.75,True,2017-02-08 13:50:00,False,,-9.33,"('20500CE', '20100PE')",131.1,True,2017-02-08 14:29:00,False,,-7.44,"('20300CE', '20100PE')",170.8,True,2017-02-08 14:30:00,False,,-13.44,"('20300CE', '20000PE')",129.75,True,2017-02-08 14:31:00,False,,-17.82,"('20300CE', '20100PE')",137.9,True,2017-02-08 14:36:00,False,,-11.47,"('20200CE', '20000PE')",121.69999999999999,True,2017-02-08 14:52:00,False,,-7.87,"('20200CE', '20200PE')",171.55,True,2017-02-08 14:58:00,False,,-9.64,"('20200CE', '20100PE')",121.0,False,,False,,55.74,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-09,Thursday,1,09:16:00,20416.95,52.05,75.95,122.88,110.08,"('20400CE', '20400PE')",128.0,True,2017-02-09 09:17:00,False,,-9.6,"('20400CE', '20400PE')",120.0,True,2017-02-09 09:20:00,False,,-8.55,"('20400CE', '20500PE')",172.7,False,,False,,160.24,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-10,Friday,7,09:16:00,20305.8,73.4,65.35,133.2,119.325,"('20500CE', '20000PE')",138.75,True,2017-02-10 09:18:00,False,,-8.58,"('20500CE', '20000PE')",131.9,True,2017-02-10 12:57:00,False,,-7.85,"('20500CE', '20100PE')",147.05,True,2017-02-10 13:52:00,False,,-9.79,"('20400CE', '20100PE')",167.4,True,2017-02-10 14:45:00,False,,-8.89,"('20400CE', '20100PE')",160.60000000000002,False,,False,,1.54,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-13,Monday,4,09:16:00,20337.1,63.0,62.1,120.09599999999999,107.586,"('20500CE', '20100PE')",125.1,True,2017-02-13 09:37:00,False,,-9.06,"('20400CE', '20100PE')",145.15,True,2017-02-13 09:47:00,False,,-7.66,"('20400CE', '20100PE')",139.3,True,2017-02-13 12:11:00,False,,-7.49,"('20300CE', '20100PE')",164.85000000000002,True,2017-02-13 13:58:00,False,,-8.86,"('20300CE', '20100PE')",158.05,True,2017-02-13 14:34:00,False,,-8.63,"('20300CE', '20100PE')",151.4,False,,False,,7.51,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-14,Tuesday,3,09:16:00,20274.95,55.05,66.0,116.208,104.103,"('20400CE', '20100PE')",121.05,True,2017-02-14 09:20:00,False,,-6.66,"('20300CE', '20100PE')",150.3,True,2017-02-14 11:41:00,False,,-8.58,"('20300CE', '20100PE')",143.6,True,2017-02-14 12:06:00,False,,-7.54,"('20300CE', '20100PE')",137.85000000000002,True,2017-02-14 13:13:00,False,,-7.97,"('20300CE', '20100PE')",131.60000000000002,True,2017-02-14 14:58:00,False,,-7.35,"('20300CE', '20200PE')",157.3,False,,False,,-6.17,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-15,Wednesday,2,09:16:00,20344.45,56.4,83.95,134.736,120.701,"('20400CE', '20300PE')",140.35,True,2017-02-15 09:25:00,False,,-7.65,"('20300CE', '20300PE')",176.35000000000002,True,2017-02-15 14:11:00,False,,-12.45,"('20200CE', '20200PE')",162.3,True,2017-02-15 14:54:00,False,,-9.88,"('20200CE', '20200PE')",154.45,True,2017-02-15 15:22:00,False,,-9.43,"('20200CE', '20200PE')",146.95,False,,False,,-2.34,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-16,Thursday,1,09:16:00,20230.0,63.3,112.6,168.86399999999998,151.27399999999997,"('20200CE', '20300PE')",175.89999999999998,True,2017-02-16 11:03:00,False,,-16.9,"('20100CE', '20200PE')",160.15,True,2017-02-16 11:21:00,False,,-9.75,"('20100CE', '20200PE')",152.4,True,2017-02-16 13:14:00,False,,-16.11,"('20200CE', '20300PE')",129.15,True,2017-02-16 13:21:00,False,,-7.61,"('20200CE', '20300PE')",123.15,True,2017-02-16 13:43:00,False,,-7.04,"('20300CE', '20400PE')",148.5,True,2017-02-16 13:48:00,False,,-11.11,"('20300CE', '20400PE')",139.25,True,2017-02-16 13:55:00,False,,-7.84,"('20200CE', '20300PE')",120.25,True,2017-02-16 14:08:00,False,,-7.65,"('20300CE', '20400PE')",133.65
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-17,Friday,7,09:18:00,20564.4,65.15,72.35,132.0,118.25,"('20800CE', '20300PE')",137.5,True,2017-02-17 09:40:00,False,,-7.32,"('20800CE', '20300PE')",131.9,True,2017-02-17 09:48:00,False,,-7.05,"('20700CE', '20300PE')",154.25,True,2017-02-17 13:49:00,False,,-8.83,"('20700CE', '20300PE')",147.35,True,2017-02-17 15:05:00,False,,-8.14,"('20700CE', '20300PE')",141.05,False,,False,,-2.06,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-20,Monday,4,09:16:00,20525.0,65.55,59.0,119.568,107.113,"('20700CE', '20300PE')",124.55,True,2017-02-20 09:25:00,False,,-6.61,"('20600CE', '20300PE')",152.1,False,,False,,19.3,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-21,Tuesday,3,09:16:00,20645.0,84.55,90.45,168.0,150.5,"('20700CE', '20600PE')",175.0,True,2017-02-21 10:49:00,False,,-9.49,"('20700CE', '20500PE')",129.10000000000002,False,,False,,63.34,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-22,Wednesday,2,09:16:00,20870.25,71.8,57.55,124.17599999999999,111.241,"('20900CE', '20800PE')",129.35,True,2017-02-22 13:31:00,False,,-7.92,"('20900CE', '20800PE')",123.05000000000001,True,2017-02-22 14:08:00,False,,-7.14,"('20900CE', '20900PE')",162.7,True,2017-02-22 14:55:00,False,,-9.23,"('20900CE', '20900PE')",155.5,False,,False,,-5.34,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-23,Thursday,1,09:16:00,20874.0,51.9,77.95,124.65599999999999,111.67099999999999,"('20900CE', '20900PE')",129.85,True,2017-02-23 10:35:00,False,,-6.87,"('20900CE', '20900PE')",124.6,True,2017-02-23 11:04:00,False,,-6.81,"('20900CE', '21000PE')",177.95,True,2017-02-23 12:28:00,False,,-9.72,"('20800CE', '20900PE')",165.7,True,2017-02-23 14:21:00,False,,-17.02,"('20800CE', '20900PE')",150.75,True,2017-02-23 14:22:00,False,,-11.98,"('20800CE', '20900PE')",140.64999999999998,True,2017-02-23 14:23:00,False,,-9.51,"('20800CE', '20900PE')",132.9,True,2017-02-23 15:00:00,False,,-8.01,"('20800CE', '21000PE')",175.05,False,,False,,18.56,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-27,Monday,4,09:16:00,20827.85,66.1,69.0,129.696,116.18599999999999,"('21000CE', '20600PE')",135.1,True,2017-02-27 09:23:00,False,,-7.44,"('21000CE', '20600PE')",129.35,True,2017-02-27 09:34:00,False,,-6.92,"('20900CE', '20600PE')",150.95,False,,False,,-6.69,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-28,Tuesday,3,09:16:00,20679.95,58.3,63.65,117.07199999999999,104.877,"('20800CE', '20500PE')",121.94999999999999,True,2017-02-28 09:39:00,False,,-7.92,"('20700CE', '20500PE')",147.45,True,2017-02-28 10:32:00,False,,-8.34,"('20800CE', '20600PE')",132.85,True,2017-02-28 14:56:00,False,,-7.31,"('20700CE', '20600PE')",159.75,False,,False,,-2.15,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-03-01,Wednesday,2,09:16:00,20760.0,57.25,77.3,129.168,115.71300000000001,"('20800CE', '20700PE')",134.55,True,2017-03-01 09:24:00,False,,-7.18,"('20800CE', '20700PE')",129.05,True,2017-03-01 10:51:00,False,,-7.86,"('20800CE', '20800PE')",159.05,True,2017-03-01 12:04:00,False,,-8.49,"('20800CE', '20800PE')",152.55,True,2017-03-01 13:44:00,False,,-8.46,"('20800CE', '20800PE')",146.0,True,2017-03-01 14:30:00,False,,-10.13,"('20800CE', '20800PE')",137.7,True,2017-03-01 15:18:00,False,,-8.57,"('20800CE', '20800PE')",130.85,False,,False,,-3.94,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-03-02,Thursday,1,09:16:00,20925.0,103.1,63.3,159.74399999999997,143.10399999999998,"('20800CE', '20900PE')",166.39999999999998,True,2017-03-02 09:31:00,False,,-11.63,"('20800CE', '20900PE')",156.85000000000002,True,2017-03-02 09:45:00,False,,-8.46,"('20800CE', '20900PE')",150.35,True,2017-03-02 10:42:00,False,,-8.73,"('20800CE', '20900PE')",143.5,True,2017-03-02 11:39:00,False,,-10.29,"('20800CE', '20900PE')",135.0,True,2017-03-02 11:58:00,False,,-7.79,"('20800CE', '20900PE')",128.9,False,,False,,191.54,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-03-03,Friday,7,09:16:00,20548.95,80.0,80.4,153.984,137.94400000000002,"('20700CE', '20300PE')",160.4,True,2017-03-03 09:26:00,False,,-9.96,"('20800CE', '20300PE')",124.9,True,2017-03-03 10:45:00,False,,-7.61,"('20700CE', '20300PE')",144.2,True,2017-03-03 13:33:00,False,,-7.8,"('20700CE', '20300PE')",138.2,False,,False,,-2.88,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-03-06,Monday,4,09:16:00,20630.0,83.6,91.8,168.384,150.84399999999997,"('20700CE', '20500PE')",175.39999999999998,True,2017-03-06 09:18:00,False,,-9.49,"('20700CE', '20500PE')",168.1,True,2017-03-06 09:26:00,False,,-8.85,"('20800CE', '20500PE')",125.75,True,2017-03-06 14:27:00,False,,-7.12,"('20800CE', '20500PE')",120.2,False,,False,,-3.3,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-03-07,Tuesday,3,09:16:00,20739.05,66.15,67.4,128.208,114.85300000000001,"('20800CE', '20600PE')",133.55,True,2017-03-07 11:39:00,False,,-7.02,"('20800CE', '20600PE')",128.2,True,2017-03-07 13:55:00,False,,-10.65,"('20700CE', '20600PE')",154.45,False,,False,,-5.63,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
