P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_SL,P_IntraSL,P_OM,Date,day,dte,EntryTime,Future,CE.Strike,CE.Price,PE.Strike,PE.Price,SL,IntraSL,0.SL.Flag,0.SL.Time,0.INTRA_SL.Flag,0.INTRA_SL.Time,0.PNL,1.Decay.Flag,1.Decay.Time,1.SL.Flag,1.SL.Time,1.INTRA_SL.Flag,1.INTRA_SL.Time,1.PNL,2.Decay.Flag,2.Decay.Time,2.SL.Flag,2.SL.Time,2.INTRA_SL.Flag,2.INTRA_SL.Time,2.PNL,3.Decay.Flag,3.Decay.Time,3.SL.Flag,3.SL.Time,3.INTRA_SL.Flag,3.INTRA_SL.Time,3.PNL,4.Decay.Flag,4.Decay.Time,4.SL.Flag,4.SL.Time,4.INTRA_SL.Flag,4.INTRA_SL.Time,4.PNL,5.Decay.Flag,5.Decay.Time,5.SL.Flag,5.SL.Time,5.INTRA_SL.Flag,5.INTRA_SL.Time,5.PNL,6.Decay.Flag,6.Decay.Time,6.SL.Flag,6.SL.Time,6.INTRA_SL.Flag,6.INTRA_SL.Time,6.PNL,7.Decay.Flag,7.Decay.Time,7.SL.Flag,7.SL.Time,7.INTRA_SL.Flag,7.INTRA_SL.Time,7.PNL,8.Decay.Flag,8.Decay.Time,8.SL.Flag,8.SL.Time,8.INTRA_SL.Flag,8.INTRA_SL.Time,8.PNL,9.Decay.Flag,9.Decay.Time,9.SL.Flag,9.SL.Time,9.INTRA_SL.Flag,9.INTRA_SL.Time,9.PNL,10.Decay.Flag,10.Decay.Time,10.SL.Flag,10.SL.Time,10.INTRA_SL.Flag,10.INTRA_SL.Time,10.PNL,11.SL.Flag,11.SL.Time,11.PNL,12.SL.Flag,12.SL.Time,12.PNL,13.SL.Flag,13.SL.Time,13.PNL,14.SL.Flag,14.SL.Time,14.PNL,15.SL.Flag,15.SL.Time,15.PNL,16.SL.Flag,16.SL.Time,16.PNL,17.SL.Flag,17.SL.Time,17.PNL,18.PNL,18.SL.Flag,18.SL.Time,19.PNL
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-01-16,Monday,4,09:16:00,18080.75,18250CE,25.4,17800PE,28.5,43.120000000000005,24.254999999999995,False,,False,,2.511000000000004,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-01-17,Tuesday,3,09:16:00,17933.85,18150CE,17.35,17650PE,21.35,30.960000000000004,17.415,True,2023-01-17 11:07:00,False,,-8.126999999999999,False,,True,2023-01-17 13:11:00,False,,-6.321,False,,False,,False,,12.710000000000003,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-01-18,Wednesday,2,09:16:00,18105.0,18200CE,21.9,17900PE,20.75,34.12,19.1925,True,2023-01-18 15:13:00,False,,-8.956500000000002,False,,False,,False,,3.5664999999999987,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-01-19,Thursday,1,09:16:00,18160.25,18200CE,16.25,18050PE,22.5,31.0,17.4375,True,2023-01-19 10:22:00,False,,-8.1375,False,,True,2023-01-19 10:39:00,False,,-6.457499999999999,False,,True,2023-01-19 11:27:00,False,,-4.924499999999997,False,,True,2023-01-19 12:51:00,False,,-3.9269999999999983,False,,True,2023-01-19 13:11:00,False,,-3.1394999999999986,False,,True,2023-01-19 13:44:00,False,,-2.3834999999999997,False,,True,2023-01-19 14:06:00,False,,-1.879499999999999,False,,True,2023-01-19 14:18:00,False,,-1.5014999999999996,False,,True,2023-01-19 14:40:00,False,,-1.1549999999999996,False,,True,2023-01-19 14:42:00,False,,-0.8715,False,,False,,True,2023-01-19 15:00:00,-1.4560000000000002,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-01-20,Friday,6,09:16:00,18120.55,18350CE,23.4,17800PE,20.25,34.92,19.6425,True,2023-01-20 09:50:00,False,,-9.166499999999997,False,,False,,False,,-5.999000000000006,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-01-23,Monday,3,09:16:00,18122.85,18300CE,22.55,17950PE,25.55,38.480000000000004,21.645,True,2023-01-23 10:42:00,False,,-10.100999999999997,False,,True,2023-01-23 13:26:00,False,,-7.885499999999998,False,,True,2023-01-23 15:11:00,False,,-6.205499999999996,False,,False,,False,,0.013999999999999985,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-01-24,Tuesday,2,09:16:00,18189.3,18250CE,29.5,18100PE,24.35,43.080000000000005,24.232499999999998,True,2023-01-24 11:08:00,False,,-11.308499999999995,False,,False,,False,,0.47049999999999853,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-01-25,Wednesday,1,09:16:00,18079.6,18150CE,13.85,18050PE,26.95,32.64,18.359999999999996,False,,False,,115.84200000000001,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-01-27,Friday,7,09:16:00,17942.55,18450CE,18.2,17150PE,18.5,29.360000000000003,16.515,False,,False,,8.982999999999993,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-01-30,Monday,4,09:16:00,17565.0,18150CE,20.1,16450PE,20.65,32.6,18.3375,True,2023-01-30 11:02:00,False,,-8.5575,False,,True,2023-01-30 12:27:00,False,,-6.835499999999998,False,,False,,False,,3.2425,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-01-31,Tuesday,3,09:16:00,17776.0,18250CE,19.0,17000PE,20.05,31.24,17.572499999999998,True,2023-01-31 10:44:00,False,,-8.200499999999998,False,,True,2023-01-31 13:55:00,False,,-6.4259999999999975,False,,False,,False,,0.9064999999999985,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-01,Wednesday,2,09:16:00,17861.85,18250CE,17.15,17250PE,18.0,28.12,15.817499999999997,True,2023-02-01 09:46:00,False,,-7.381499999999997,False,,True,2023-02-01 11:11:00,False,,-5.900999999999997,False,,True,2023-02-01 12:27:00,False,,-4.368,False,,True,2023-02-01 13:08:00,False,,-3.422999999999998,False,,True,2023-02-01 13:18:00,False,,-2.7195,False,,True,2023-02-01 13:31:00,False,,-2.141999999999999,False,,True,2023-02-01 15:17:00,False,,-1.701,False,,False,,False,,3.0875000000000004,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-02,Thursday,1,09:16:00,17559.4,17700CE,16.7,17250PE,21.15,30.279999999999998,17.032499999999995,True,2023-02-02 09:20:00,False,,-7.948499999999997,False,,True,2023-02-02 10:26:00,False,,-6.268499999999999,False,,True,2023-02-02 10:35:00,False,,-4.714499999999998,False,,True,2023-02-02 12:20:00,False,,-3.7485000000000004,False,,True,2023-02-02 12:28:00,False,,-2.771999999999999,False,,True,2023-02-02 12:38:00,False,,-2.1314999999999995,False,,True,2023-02-02 13:02:00,False,,-1.616999999999999,False,,True,2023-02-02 13:19:00,False,,-1.2705,False,,True,2023-02-02 13:26:00,False,,-0.9974999999999997,False,,True,2023-02-02 14:00:00,False,,-0.7979999999999998,False,,True,2023-02-02 14:33:00,False,,-0.6090000000000001,True,2023-02-02 14:56:00,-0.41999999999999993,True,2023-02-02 15:00:00,-0.29400000000000004,True,2023-02-02 15:05:00,-0.16799999999999993,True,2023-02-02 15:09:00,-0.126,True,2023-02-02 15:11:00,-0.07350000000000001,True,2023-02-02 15:15:00,-0.05249999999999999,True,2023-02-02 15:18:00,-0.04199999999999998,-0.0315,True,2023-02-02 15:24:00,0.049000000000000016
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-03,Friday,7,09:16:00,17758.0,18100CE,21.2,17200PE,22.5,34.96,19.665,True,2023-02-03 09:37:00,False,,-9.177000000000001,False,,False,,False,,0.3539999999999957,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-06,Monday,4,09:16:00,17858.25,18100CE,18.9,17350PE,16.95,28.679999999999996,16.132499999999997,True,2023-02-06 09:36:00,False,,-7.528499999999998,False,,True,2023-02-06 14:07:00,False,,-5.9639999999999995,False,,False,,False,,-1.9245000000000028,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-07,Tuesday,3,09:16:00,17825.0,18050CE,17.6,17500PE,20.2,30.24,17.009999999999998,True,2023-02-07 10:40:00,False,,-7.937999999999999,False,,True,2023-02-07 14:20:00,False,,-6.3314999999999975,False,,False,,False,,0.6089999999999979,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-08,Wednesday,2,09:16:00,17797.1,17950CE,17.6,17550PE,18.5,28.880000000000003,16.244999999999997,True,2023-02-08 10:48:00,False,,-7.580999999999999,False,,False,,False,,-1.1839999999999986,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-09,Thursday,1,09:16:00,17873.5,17900CE,23.3,17750PE,22.6,36.720000000000006,20.655,True,2023-02-09 09:23:00,False,,-9.639,False,,True,2023-02-09 09:54:00,False,,-7.696499999999999,False,,True,2023-02-09 10:55:00,False,,-6.016499999999997,False,,True,2023-02-09 12:09:00,False,,-4.735499999999998,False,,True,2023-02-09 12:51:00,False,,-3.643499999999999,False,,True,2023-02-09 13:14:00,False,,-2.8979999999999997,False,,True,2023-02-09 14:48:00,False,,-2.309999999999999,False,,False,,True,2023-02-09 15:01:00,-4.172,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-10,Friday,7,09:16:00,17882.0,18100CE,23.5,17550PE,23.25,37.4,21.037499999999998,True,2023-02-10 11:15:00,False,,-9.8175,False,,False,,False,,-5.722500000000001,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-13,Monday,4,09:16:00,17878.35,18050CE,23.65,17650PE,25.6,39.400000000000006,22.162499999999998,False,,False,,-0.8925000000000056,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-14,Tuesday,3,09:16:00,17832.8,18000CE,19.9,17600PE,17.5,29.92,16.83,False,,False,,7.775999999999999,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-15,Wednesday,2,09:16:00,17912.3,18000CE,24.1,17750PE,21.0,36.080000000000005,20.294999999999998,True,2023-02-15 09:40:00,False,,-9.470999999999997,False,,False,,False,,27.642,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-16,Thursday,1,09:16:00,18111.85,18150CE,15.7,18050PE,21.45,29.72,16.717499999999998,True,2023-02-16 10:11:00,False,,-7.8015,False,,True,2023-02-16 11:05:00,False,,-6.215999999999998,False,,True,2023-02-16 13:09:00,False,,-4.8824999999999985,False,,True,2023-02-16 13:20:00,False,,-3.8744999999999994,False,,True,2023-02-16 13:41:00,False,,-3.0555000000000003,False,,True,2023-02-16 14:15:00,False,,-2.3414999999999986,False,,True,2023-02-16 14:42:00,False,,-1.7324999999999995,False,,True,2023-02-16 14:49:00,False,,-1.2285,False,,True,2023-02-16 14:51:00,False,,-0.8819999999999999,False,,True,2023-02-16 15:03:00,False,,-0.6194999999999998,False,,True,2023-02-16 15:05:00,False,,-0.43049999999999994,,,9.9845,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-17,Friday,7,09:16:00,17984.0,18200CE,24.7,17700PE,23.65,38.68,21.757499999999997,False,,False,,-8.63349999999999,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-20,Monday,4,09:16:00,17941.5,18150CE,22.95,17700PE,20.85,35.04,19.709999999999997,False,,False,,-3.5879999999999987,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-21,Tuesday,3,09:16:00,17883.1,18100CE,18.4,17650PE,16.5,27.92,15.704999999999998,True,2023-02-21 11:37:00,False,,-7.328999999999997,False,,True,2023-02-21 14:07:00,False,,-5.806499999999998,False,,False,,False,,-4.367000000000002,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-22,Wednesday,2,09:16:00,17766.5,17900CE,20.05,17600PE,15.8,28.680000000000003,16.1325,False,,False,,39.5415,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
