P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_SL,P_IntraSL,P_OM,Date,day,dte,EntryTime,Future,Strike,CE.Price,PE.Price,STD.0.Open,SL,IntraSL,STD0.Scrip,0.SL.Flag,0.SL.Time,0.INTRA_SL.Flag,0.INTRA_SL.Time,0.PNL,1.Decay.Flag,1.Decay.Time,STD1.Scrip,1.SL.Flag,1.SL.Time,1.INTRA_SL.Flag,1.INTRA_SL.Time,1.PNL,2.Decay.Flag,2.Decay.Time,STD2.Scrip,2.SL.Flag,2.SL.Time,2.INTRA_SL.Flag,2.INTRA_SL.Time,2.PNL,3.Decay.Flag,3.Decay.Time,STD3.Scrip,3.SL.Flag,3.SL.Time,3.INTRA_SL.Flag,3.INTRA_SL.Time,3.PNL,4.Decay.Flag,4.Decay.Time,STD4.Scrip,4.SL.Flag,4.SL.Time,4.INTRA_SL.Flag,4.INTRA_SL.Time,4.PNL,5.Decay.Flag,5.Decay.Time,STD5.Scrip,5.SL.Flag,5.SL.Time,5.INTRA_SL.Flag,5.INTRA_SL.Time,5.PNL,6.Decay.Flag,6.Decay.Time,STD6.Scrip,6.SL.Flag,6.SL.Time,6.INTRA_SL.Flag,6.INTRA_SL.Time,6.PNL,7.Decay.Flag,7.Decay.Time,STD7.Scrip,7.SL.Flag,7.SL.Time,7.INTRA_SL.Flag,7.INTRA_SL.Time,7.PNL
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-19,Thursday,1,09:16:00,19145.25,"('19100CE', '19100PE')",70.05,44.4,114.44999999999999,109.87199999999999,98.42699999999999,,True,2017-01-19 09:17:00,False,,-10.880624999999988,False,,,False,,True,2017-01-19 10:09:00,-16.012500000000003,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-20,Friday,6,09:16:00,19056.0,"('19300CE', '18800PE')",51.2,52.7,103.9,99.744,89.354,,True,2017-01-20 09:29:00,False,,-6.998750000000003,False,,,False,,True,None,-14.975500000000004,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-23,Monday,3,09:16:00,18795.05,"('19000CE', '18600PE')",43.8,57.05,100.85,96.81599999999999,86.731,,True,2017-01-23 09:20:00,False,,-5.460624999999989,False,,,False,,True,2017-01-23 11:38:00,-14.739125000000007,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-24,Tuesday,2,09:16:00,18992.1,"('19000CE', '18900PE')",78.2,43.65,121.85,116.97599999999998,104.791,,True,2017-01-24 09:28:00,False,,-6.673124999999992,False,,,False,,True,2017-01-24 11:44:00,-17.79675000000001,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-25,Wednesday,1,09:16:00,19147.0,"('19200CE', '19200PE')",24.05,71.9,95.95,92.112,82.517,,True,2017-01-25 09:27:00,False,,-7.099374999999991,False,,,False,,True,2017-01-25 11:10:00,-13.732624999999999,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-27,Friday,7,09:16:00,19620.95,"('20100CE', '19000PE')",50.0,47.1,97.1,93.216,83.506,,False,,False,,55.13625,False,,,False,,False,,0.0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-30,Monday,4,09:16:00,19728.1,"('20400CE', '19000PE')",45.8,46.8,92.6,88.89599999999999,79.636,,False,,False,,-4.357499999999988,False,,,False,,False,,0.0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-01-31,Tuesday,3,09:16:00,19599.95,"('20300CE', '19000PE')",49.6,54.6,104.2,100.032,89.612,,True,2017-01-31 09:46:00,False,,-5.652500000000009,False,,,False,,True,2017-01-31 14:54:00,-15.227125,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-01,Wednesday,2,09:16:00,19612.85,"('20100CE', '19000PE')",52.05,49.15,101.19999999999999,97.15199999999999,87.03199999999998,,True,2017-02-01 12:33:00,False,,-5.964999999999988,False,,,False,,True,2017-02-01 12:41:00,-14.716250000000006,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-02,Thursday,1,09:16:00,20082.0,"('20000CE', '20000PE')",88.0,57.55,145.55,139.728,125.173,,True,2017-02-02 09:24:00,False,,-10.469375000000035,False,,,False,,True,2017-02-02 09:41:00,-20.877249999999997,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-03,Friday,7,09:16:00,20082.3,"('20400CE', '19700PE')",62.8,64.0,126.8,121.728,109.048,,True,2017-02-03 10:50:00,False,,-7.384999999999997,False,,,False,,True,None,-19.336999999999996,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-06,Monday,4,09:16:00,20390.0,"('20600CE', '20100PE')",65.3,67.9,133.2,127.87199999999999,114.55199999999999,,False,,False,,-1.165,False,,,False,,False,,0.0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-07,Tuesday,3,09:16:00,20397.75,"('20600CE', '20100PE')",69.55,64.35,133.89999999999998,128.54399999999998,115.15399999999998,,True,2017-02-07 09:40:00,False,,-8.773749999999966,False,,,False,,True,None,-19.33700000000001,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-08,Wednesday,2,09:16:00,20380.0,"('20500CE', '20200PE')",83.2,83.55,166.75,160.07999999999998,143.405,,True,2017-02-08 13:50:00,False,,-9.334375,False,,,False,,True,2017-02-08 14:31:00,-24.32375000000001,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-09,Thursday,1,09:16:00,20416.95,"('20400CE', '20400PE')",52.05,75.95,128.0,122.88,110.08,,True,2017-02-09 09:17:00,False,,-9.6,False,,,False,,True,None,-18.299999999999997,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-10,Friday,7,09:16:00,20305.8,"('20500CE', '20000PE')",73.4,65.35,138.75,133.2,119.325,,True,2017-02-10 09:18:00,False,,-8.584374999999994,False,,,False,,True,2017-02-10 13:53:00,-20.114750000000008,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-13,Monday,4,09:16:00,20337.1,"('20500CE', '20100PE')",63.0,62.1,125.1,120.09599999999999,107.586,,True,2017-02-13 09:37:00,False,,-9.06375,False,,,False,,True,2017-02-13 14:04:00,-17.933999999999997,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-14,Tuesday,3,09:16:00,20274.95,"('20400CE', '20100PE')",55.05,66.0,121.05,116.208,104.103,,True,2017-02-14 09:20:00,False,,-6.663124999999992,False,,,False,,True,2017-02-14 14:01:00,-17.67475,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-15,Wednesday,2,09:16:00,20344.45,"('20400CE', '20300PE')",56.4,83.95,140.35,134.736,120.701,,True,2017-02-15 09:25:00,False,,-7.654375000000005,False,,,False,,True,None,-21.403375,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-16,Thursday,1,09:16:00,20230.0,"('20200CE', '20300PE')",63.3,112.6,175.89999999999998,168.86399999999998,151.27399999999997,,True,2017-02-16 11:03:00,False,,-16.89874999999999,False,,,False,,True,2017-02-16 12:02:00,-24.583000000000013,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-17,Friday,7,09:18:00,20564.4,"('20800CE', '20300PE')",65.15,72.35,137.5,132.0,118.25,,True,2017-02-17 09:40:00,False,,-7.318749999999994,False,,,False,,True,None,-20.114750000000008,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-20,Monday,4,09:16:00,20525.0,"('20700CE', '20300PE')",65.55,59.0,124.55,119.568,107.113,,True,2017-02-20 09:25:00,False,,-6.606874999999997,False,,,False,,True,None,-18.223750000000003,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-21,Tuesday,3,09:16:00,20645.0,"('20700CE', '20600PE')",84.55,90.45,175.0,168.0,150.5,,True,2017-02-21 10:49:00,False,,-9.487500000000011,False,,,False,,True,None,-26.6875,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-22,Wednesday,2,09:16:00,20870.25,"('20900CE', '20800PE')",71.8,57.55,129.35,124.17599999999999,111.241,,True,2017-02-22 13:31:00,False,,-7.916874999999983,False,,,False,,True,None,-18.765125000000005,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-23,Thursday,1,09:16:00,20874.0,"('20900CE', '20900PE')",51.9,77.95,129.85,124.65599999999999,111.67099999999999,,True,2017-02-23 10:35:00,False,,-6.873125,False,,,False,,True,2017-02-23 12:30:00,-19.001500000000004,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-27,Monday,4,09:16:00,20827.85,"('21000CE', '20600PE')",66.1,69.0,135.1,129.696,116.18599999999999,,True,2017-02-27 09:23:00,False,,-7.43875,False,,,False,,True,None,-20.60275,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
SRE,banknifty,09:16:00,15:25:00,BUY,4,14,0.3,2017-02-28,Tuesday,3,09:16:00,20679.95,"('20800CE', '20500PE')",58.3,63.65,121.94999999999999,117.07199999999999,104.877,,True,2017-02-28 09:39:00,False,,-7.9243749999999915,False,,,False,,True,2017-02-28 14:14:00,-17.621375000000008,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0,False,,,False,,False,,0
