entry_time,ce_scrip,pe_scrip,entry_price,exit_time,exit_price,pnl,exit_reason,file_id
2024-02-07 11:40:00,22250CE,21750PE,61.85,2024-02-07 15:25:00,20.25,41.6,Time Exit,26
2024-02-08 09:20:00,22100CE,21900PE,48.400000000000006,2024-02-08 10:10:00,58.080000000000005,-9.68,Intra SL Hit,27
2024-02-09 09:20:00,22250CE,21100PE,46.900000000000006,2024-02-09 09:28:00,50.65200000000001,-3.7520000000000024,SL Hit,28
2024-02-09 09:28:00,22250CE,21100PE,50.85,2024-02-09 15:25:00,28.349999999999998,22.500000000000004,Time Exit,28
2024-02-12 09:20:00,22150CE,21400PE,61.6,2024-02-12 12:07:00,66.528,-4.928000000000004,SL Hit,29
2024-02-12 12:07:00,22150CE,21400PE,69.3,2024-02-12 12:57:00,74.84400000000001,-5.544000000000011,SL Hit,29
2024-02-12 12:57:00,22150CE,21400PE,75.7,2024-02-12 13:00:00,81.75600000000001,-6.056000000000012,SL Hit,29
2024-02-12 13:00:00,22150CE,21400PE,86.0,2024-02-12 15:25:00,65.15,20.849999999999994,Time Exit,29
2024-02-13 09:20:00,21950CE,21300PE,62.55,2024-02-13 09:23:00,67.554,-5.004000000000005,SL Hit,30
2024-02-13 09:23:00,21950CE,21300PE,71.0,2024-02-13 09:31:00,76.68,-5.680000000000007,SL Hit,30
2024-02-13 09:31:00,21950CE,21300PE,77.25,2024-02-13 15:25:00,47.2,30.049999999999997,Time Exit,30
2024-02-14 09:20:00,21800CE,21300PE,47.6,2024-02-14 13:06:00,51.40800000000001,-3.808000000000007,SL Hit,31
2024-02-14 13:06:00,21800CE,21300PE,52.45,2024-02-14 14:17:00,56.64600000000001,-4.196000000000005,SL Hit,31
2024-02-14 14:17:00,21800CE,21300PE,60.699999999999996,2024-02-14 14:23:00,65.556,-4.856000000000002,SL Hit,31
2024-02-14 14:23:00,21800CE,21300PE,66.0,2024-02-14 14:24:00,71.28,-5.280000000000001,SL Hit,31
2024-02-14 14:24:00,21800CE,21300PE,74.7,2024-02-14 14:32:00,80.676,-5.975999999999999,SL Hit,31
2024-02-14 14:32:00,21800CE,21300PE,85.35,2024-02-14 14:33:00,92.178,-6.828000000000003,SL Hit,31
2024-02-14 14:33:00,21800CE,21300PE,95.7,2024-02-14 14:38:00,103.35600000000001,-7.656000000000006,SL Hit,31
2024-02-14 14:38:00,21800CE,21300PE,104.10000000000001,2024-02-14 14:51:00,112.42800000000001,-8.328000000000003,SL Hit,31
2024-02-14 14:51:00,21800CE,21300PE,113.7,2024-02-14 14:58:00,122.796,-9.096000000000004,SL Hit,31
2024-02-14 14:58:00,21800CE,21300PE,131.3,2024-02-14 15:00:00,141.80400000000003,-10.504000000000019,SL Hit,31
2024-02-14 15:00:00,21800CE,21300PE,150.4,2024-02-14 15:25:00,122.5,27.900000000000006,Time Exit,31
2024-02-15 09:20:00,22000CE,21800PE,53.15,2024-02-15 09:39:00,57.402,-4.2520000000000024,SL Hit,32
2024-02-15 09:39:00,22000CE,21800PE,60.35,2024-02-15 15:25:00,0.1,60.25,Time Exit,32
2024-02-16 09:20:00,22400CE,21550PE,62.95,2024-02-16 10:07:00,67.986,-5.036000000000001,SL Hit,33
2024-02-16 10:07:00,22400CE,21550PE,68.55,2024-02-16 10:14:00,74.034,-5.484000000000009,SL Hit,33
2024-02-16 10:14:00,22400CE,21550PE,74.44999999999999,2024-02-16 15:25:00,58.25,16.19999999999999,Time Exit,33
2024-02-19 09:20:00,22450CE,21600PE,46.95,2024-02-19 11:14:00,50.706,-3.7560000000000002,SL Hit,34
2024-02-19 11:14:00,22450CE,21600PE,51.0,2024-02-19 12:43:00,55.080000000000005,-4.080000000000005,SL Hit,34
2024-02-19 12:43:00,22450CE,21600PE,55.099999999999994,2024-02-19 15:25:00,39.0,16.099999999999994,Time Exit,34
2024-02-20 09:20:00,22350CE,21700PE,55.7,2024-02-20 09:43:00,60.156000000000006,-4.456000000000003,SL Hit,35
2024-02-20 09:43:00,22350CE,21700PE,60.85,2024-02-20 15:25:00,56.35,4.5,Time Exit,35
2024-02-21 09:20:00,22400CE,21950PE,56.0,2024-02-21 14:39:00,60.480000000000004,-4.480000000000004,SL Hit,36
2024-02-21 14:39:00,22400CE,21950PE,64.2,2024-02-21 14:42:00,69.33600000000001,-5.13600000000001,SL Hit,36
2024-02-21 14:42:00,22400CE,21950PE,69.4,2024-02-21 15:25:00,58.75,10.650000000000006,Time Exit,36
2024-02-22 09:20:00,22150CE,21950PE,55.3,2024-02-22 09:28:00,59.724000000000004,-4.424000000000007,SL Hit,37
2024-02-22 09:28:00,22150CE,21950PE,60.150000000000006,2024-02-22 09:29:00,64.96200000000002,-4.812000000000012,SL Hit,37
2024-02-22 09:29:00,22150CE,21950PE,67.3,2024-02-22 09:31:00,72.684,-5.384,SL Hit,37
2024-02-22 09:31:00,22150CE,21950PE,73.9,2024-02-22 09:34:00,79.81200000000001,-5.912000000000006,SL Hit,37
2024-02-22 09:34:00,22150CE,21950PE,82.39999999999999,2024-02-22 09:59:00,88.99199999999999,-6.591999999999999,SL Hit,37
2024-02-22 09:59:00,22150CE,21950PE,90.69999999999999,2024-02-22 10:00:00,97.95599999999999,-7.256,SL Hit,37
2024-02-22 10:00:00,22150CE,21950PE,101.5,2024-02-22 10:05:00,121.8,-20.299999999999997,Intra SL Hit,37
2024-02-23 09:20:00,22700CE,21750PE,52.8,2024-02-23 15:25:00,36.25,16.549999999999997,Time Exit,38
2024-02-26 09:20:00,22550CE,21750PE,50.1,2024-02-26 09:57:00,54.108000000000004,-4.008000000000003,SL Hit,39
2024-02-26 09:57:00,22550CE,21750PE,54.25,2024-02-26 15:25:00,38.849999999999994,15.400000000000006,Time Exit,39
2024-02-27 09:20:00,22400CE,21750PE,55.0,2024-02-27 09:26:00,59.400000000000006,-4.400000000000006,SL Hit,40
2024-02-27 09:26:00,22400CE,21750PE,59.9,2024-02-27 15:25:00,38.650000000000006,21.249999999999993,Time Exit,40
2024-02-28 09:20:00,22400CE,21950PE,50.849999999999994,2024-02-28 10:53:00,54.918,-4.068000000000005,SL Hit,41
2024-02-28 10:53:00,22400CE,21950PE,55.0,2024-02-28 10:57:00,59.400000000000006,-4.400000000000006,SL Hit,41
2024-02-28 10:57:00,22400CE,21950PE,61.699999999999996,2024-02-28 10:59:00,66.636,-4.936,SL Hit,41
2024-02-28 10:59:00,22400CE,21950PE,69.3,2024-02-28 11:00:00,83.16,-13.86,Intra SL Hit,41
2024-02-29 09:20:00,22100CE,21750PE,44.0,2024-02-29 10:13:00,52.8,-8.799999999999997,Intra SL Hit,42
2024-03-01 09:20:00,22550CE,21650PE,59.8,2024-03-01 09:43:00,64.584,-4.784000000000006,SL Hit,43
2024-03-01 09:43:00,22550CE,21650PE,64.6,2024-03-01 10:28:00,69.768,-5.168000000000006,SL Hit,43
2024-03-01 10:28:00,22550CE,21650PE,70.75,2024-03-01 11:22:00,76.41000000000001,-5.660000000000011,SL Hit,43
2024-03-01 11:22:00,22550CE,21650PE,77.45,2024-03-01 11:37:00,83.64600000000002,-6.196000000000012,SL Hit,43
2024-03-01 11:37:00,22550CE,21650PE,88.85,2024-03-01 11:46:00,95.958,-7.108000000000004,SL Hit,43
2024-03-01 11:46:00,22550CE,21650PE,96.1,2024-03-01 15:25:00,83.65,12.449999999999989,Time Exit,43
2024-03-04 09:20:00,22750CE,22000PE,54.55,2024-03-04 15:25:00,37.75,16.799999999999997,Time Exit,44
2024-03-05 09:20:00,22600CE,22050PE,57.65,2024-03-05 15:25:00,31.25,26.4,Time Exit,45
2024-03-06 09:20:00,22500CE,22100PE,47.75,2024-03-06 09:44:00,51.57,-3.8200000000000003,SL Hit,46
2024-03-06 09:44:00,22500CE,22100PE,54.400000000000006,2024-03-06 14:30:00,58.75200000000001,-4.352000000000004,SL Hit,46
2024-03-06 14:30:00,22500CE,22100PE,60.05,2024-03-06 14:32:00,64.854,-4.804000000000002,SL Hit,46
2024-03-06 14:32:00,22500CE,22100PE,67.45,2024-03-06 14:34:00,72.846,-5.396000000000001,SL Hit,46
2024-03-06 14:34:00,22500CE,22100PE,73.39999999999999,2024-03-06 14:38:00,79.27199999999999,-5.872,SL Hit,46
2024-03-06 14:38:00,22500CE,22100PE,79.95,2024-03-06 14:40:00,86.346,-6.396000000000001,SL Hit,46
2024-03-06 14:40:00,22500CE,22100PE,86.35,2024-03-06 15:25:00,71.85,14.5,Time Exit,46
2024-03-07 09:20:00,22550CE,22400PE,55.75,2024-03-07 15:25:00,0.1,55.65,Time Exit,47
2024-03-11 09:20:00,22800CE,22100PE,49.9,2024-03-11 15:25:00,41.800000000000004,8.099999999999994,Time Exit,48
2024-03-12 09:20:00,22600CE,22150PE,66.35,2024-03-12 09:36:00,71.658,-5.308000000000007,SL Hit,49
2024-03-12 09:36:00,22600CE,22150PE,75.55,2024-03-12 15:25:00,50.55,25.0,Time Exit,49
2024-03-13 09:20:00,22550CE,22200PE,62.25,2024-03-13 09:33:00,67.23,-4.980000000000004,SL Hit,50
2024-03-13 09:33:00,22550CE,22200PE,68.30000000000001,2024-03-13 11:05:00,73.76400000000002,-5.464000000000013,SL Hit,50
2024-03-13 11:05:00,22550CE,22200PE,78.4,2024-03-13 11:23:00,84.67200000000001,-6.272000000000006,SL Hit,50
2024-03-13 11:23:00,22550CE,22200PE,91.45,2024-03-13 11:25:00,98.766,-7.3160000000000025,SL Hit,50
2024-03-13 11:25:00,22550CE,22200PE,100.25,2024-03-13 11:30:00,108.27000000000001,-8.02000000000001,SL Hit,50
2024-03-13 11:30:00,22550CE,22200PE,116.6,2024-03-13 11:40:00,125.928,-9.328000000000003,SL Hit,50
2024-03-13 11:40:00,22550CE,22200PE,126.0,2024-03-13 11:48:00,136.08,-10.080000000000013,SL Hit,50
2024-03-13 11:48:00,22550CE,22200PE,136.9,2024-03-13 11:52:00,147.852,-10.951999999999998,SL Hit,50
2024-03-13 11:52:00,22550CE,22200PE,158.7,2024-03-13 12:14:00,171.396,-12.695999999999998,SL Hit,50
2024-03-13 12:14:00,22550CE,22200PE,174.6,2024-03-13 12:19:00,188.568,-13.968000000000018,SL Hit,50
2024-03-13 12:19:00,22550CE,22200PE,189.6,2024-03-13 12:25:00,204.768,-15.168000000000006,SL Hit,50
2024-03-13 12:25:00,22550CE,22200PE,213.65,2024-03-13 14:12:00,230.74200000000002,-17.092000000000013,SL Hit,50
2024-03-13 14:12:00,22550CE,22200PE,237.0,2024-03-13 14:18:00,255.96,-18.960000000000008,SL Hit,50
2024-03-13 14:18:00,22550CE,22200PE,278.35,2024-03-13 14:40:00,300.61800000000005,-22.26800000000003,SL Hit,50
2024-03-13 14:40:00,22550CE,22200PE,304.20000000000005,2024-03-13 15:25:00,273.25,30.950000000000045,Time Exit,50
2024-03-14 09:20:00,22100CE,21800PE,48.75,2024-03-14 09:24:00,52.650000000000006,-3.9000000000000057,SL Hit,51
2024-03-14 09:24:00,22100CE,21800PE,53.65,2024-03-14 09:26:00,57.942,-4.292000000000002,SL Hit,51
2024-03-14 09:26:00,22100CE,21800PE,59.65,2024-03-14 11:33:00,71.58,-11.93,Intra SL Hit,51
2024-03-15 09:20:00,22500CE,21650PE,57.65,2024-03-15 09:35:00,62.262,-4.612000000000002,SL Hit,52
2024-03-15 09:35:00,22500CE,21650PE,63.099999999999994,2024-03-15 09:39:00,68.148,-5.048000000000002,SL Hit,52
2024-03-15 09:39:00,22500CE,21650PE,68.30000000000001,2024-03-15 10:34:00,73.76400000000002,-5.464000000000013,SL Hit,52
2024-03-15 10:34:00,22500CE,21650PE,74.05,2024-03-15 15:25:00,41.25,32.8,Time Exit,52
2024-03-18 09:20:00,22400CE,21600PE,49.55,2024-03-18 09:36:00,53.514,-3.9640000000000057,SL Hit,53
2024-03-18 09:36:00,22400CE,21600PE,56.05,2024-03-18 15:25:00,29.45,26.599999999999998,Time Exit,53
2024-03-19 09:20:00,22250CE,21650PE,57.15,2024-03-19 09:30:00,61.722,-4.572000000000003,SL Hit,54
2024-03-19 09:30:00,22250CE,21650PE,62.05,2024-03-19 10:22:00,67.014,-4.963999999999999,SL Hit,54
2024-03-19 10:22:00,22250CE,21650PE,67.15,2024-03-19 15:25:00,47.85,19.300000000000004,Time Exit,54
2024-03-20 09:20:00,22100CE,21650PE,48.7,2024-03-20 09:31:00,52.596000000000004,-3.896000000000001,SL Hit,55
2024-03-20 09:31:00,22100CE,21650PE,52.849999999999994,2024-03-20 10:11:00,57.077999999999996,-4.2280000000000015,SL Hit,55
2024-03-20 10:11:00,22100CE,21650PE,61.85,2024-03-20 10:47:00,66.798,-4.948,SL Hit,55
2024-03-20 10:47:00,22100CE,21650PE,67.7,2024-03-20 15:25:00,23.5,44.2,Time Exit,55
2024-03-21 09:20:00,22050CE,21950PE,63.4,2024-03-21 15:25:00,0.1,63.3,Time Exit,56
2024-03-22 09:20:00,22350CE,21600PE,44.85,2024-03-22 09:25:00,48.438,-3.588000000000001,SL Hit,57
2024-03-22 09:25:00,22350CE,21600PE,48.849999999999994,2024-03-22 09:26:00,52.757999999999996,-3.9080000000000013,SL Hit,57
2024-03-22 09:26:00,22350CE,21600PE,53.0,2024-03-22 09:30:00,57.24,-4.240000000000002,SL Hit,57
2024-03-22 09:30:00,22350CE,21600PE,57.7,2024-03-22 10:19:00,62.31600000000001,-4.616000000000007,SL Hit,57
2024-03-22 10:19:00,22350CE,21600PE,65.7,2024-03-22 11:40:00,70.956,-5.256,SL Hit,57
2024-03-22 11:40:00,22350CE,21600PE,71.0,2024-03-22 14:17:00,76.68,-5.680000000000007,SL Hit,57
2024-03-22 14:17:00,22350CE,21600PE,79.89999999999999,2024-03-22 15:25:00,48.7,31.19999999999999,Time Exit,57
2024-03-26 09:20:00,22350CE,21750PE,50.75,2024-03-26 15:25:00,25.45,25.3,Time Exit,58
2024-03-27 09:20:00,22250CE,21900PE,51.0,2024-03-27 09:29:00,55.080000000000005,-4.080000000000005,SL Hit,59
2024-03-27 09:29:00,22250CE,21900PE,55.3,2024-03-27 09:34:00,59.724000000000004,-4.424000000000007,SL Hit,59
2024-03-27 09:34:00,22250CE,21900PE,61.65,2024-03-27 10:04:00,66.58200000000001,-4.932000000000009,SL Hit,59
2024-03-27 10:04:00,22250CE,21900PE,67.25,2024-03-27 15:25:00,32.55,34.7,Time Exit,59
2024-03-28 09:20:00,22250CE,22150PE,57.5,2024-03-28 09:22:00,62.1,-4.600000000000001,SL Hit,60
2024-03-28 09:22:00,22250CE,22150PE,64.7,2024-03-28 09:42:00,69.876,-5.176000000000002,SL Hit,60
2024-03-28 09:42:00,22250CE,22150PE,73.6,2024-03-28 09:44:00,79.488,-5.888000000000005,SL Hit,60
2024-03-28 09:44:00,22250CE,22150PE,80.39999999999999,2024-03-28 09:48:00,96.47999999999999,-16.08,Intra SL Hit,60
2024-04-01 09:20:00,22850CE,22100PE,46.75,2024-04-01 15:25:00,23.15,23.6,Time Exit,61
2024-04-02 09:20:00,22650CE,22150PE,49.1,2024-04-02 09:32:00,58.92,-9.82,Intra SL Hit,62
2024-04-03 09:20:00,22500CE,22200PE,52.849999999999994,2024-04-03 10:05:00,57.077999999999996,-4.2280000000000015,SL Hit,63
2024-04-03 10:05:00,22500CE,22200PE,58.7,2024-04-03 12:15:00,63.39600000000001,-4.696000000000005,SL Hit,63
