,entry_time,exit_time,ce_price,pe_price,ce_hit_time,pe_hit_time,sl,utsl,ce_pnl,pe_pnl,total_pnl
trade_3585,2024-10-22 09:40:00,2024-10-22 15:25:00,67.65,159.15,2024-10-22 09:45:00,2024-10-22 10:17:00,40,30,-27.060000000000002,51.5,24.439999999999998
trade_3586,2024-10-22 09:40:00,2024-10-22 15:25:00,67.65,159.15,2024-10-22 09:45:00,2024-10-22 10:17:00,40,40,-27.060000000000002,58.94999999999999,31.889999999999986
trade_3587,2024-10-22 09:40:00,2024-10-22 15:25:00,67.65,159.15,2024-10-22 09:45:00,2024-10-22 10:17:00,40,50,-27.060000000000002,73.85,46.78999999999999
trade_3588,2024-10-23 09:20:00,2024-10-23 15:25:00,113.75,113.7,2024-10-23 09:51:00,2024-10-23 09:38:00,20,30,21.25,-22.739999999999995,-1.4899999999999949
trade_3589,2024-10-23 09:20:00,2024-10-23 15:25:00,113.75,113.7,2024-10-23 09:51:00,2024-10-23 09:38:00,20,40,40.75,-22.739999999999995,18.010000000000005
trade_3590,2024-10-23 09:20:00,2024-10-23 15:25:00,113.75,113.7,2024-10-23 09:51:00,2024-10-23 09:38:00,20,50,59.849999999999994,-22.739999999999995,37.11
trade_3591,2024-10-23 09:20:00,2024-10-23 15:25:00,113.75,113.7,2024-10-23 10:17:00,2024-10-23 09:39:00,40,30,21.25,-45.480000000000004,-24.230000000000004
trade_3592,2024-10-23 09:20:00,2024-10-23 15:25:00,113.75,113.7,2024-10-23 10:17:00,2024-10-23 09:39:00,40,40,40.75,-45.480000000000004,-4.730000000000004
trade_3593,2024-10-23 09:20:00,2024-10-23 15:25:00,113.75,113.7,2024-10-23 10:17:00,2024-10-23 09:39:00,40,50,59.849999999999994,-45.480000000000004,14.36999999999999
trade_3594,2024-10-23 09:20:00,2024-10-23 15:25:00,113.75,113.7,2024-10-23 10:17:00,2024-10-23 09:39:00,40,30,21.25,-45.480000000000004,-24.230000000000004
trade_3595,2024-10-23 09:20:00,2024-10-23 15:25:00,113.75,113.7,2024-10-23 10:17:00,2024-10-23 09:39:00,40,40,40.75,-45.480000000000004,-4.730000000000004
trade_3596,2024-10-23 09:20:00,2024-10-23 15:25:00,113.75,113.7,2024-10-23 10:17:00,2024-10-23 09:39:00,40,50,59.849999999999994,-45.480000000000004,14.36999999999999
trade_3597,2024-10-23 09:40:00,2024-10-23 15:25:00,88.05,158.4,2024-10-23 09:47:00,,20,30,-17.61,-43.55000000000001,-61.16000000000001
trade_3598,2024-10-23 09:40:00,2024-10-23 15:25:00,88.05,158.4,2024-10-23 09:47:00,,20,40,-17.61,-43.55000000000001,-61.16000000000001
trade_3599,2024-10-23 09:40:00,2024-10-23 15:25:00,88.05,158.4,2024-10-23 09:47:00,,20,50,-17.61,-43.55000000000001,-61.16000000000001
trade_3600,2024-10-23 09:40:00,2024-10-23 15:25:00,88.05,158.4,2024-10-23 09:49:00,,40,30,-35.22,-43.55000000000001,-78.77000000000001
trade_3601,2024-10-23 09:40:00,2024-10-23 15:25:00,88.05,158.4,2024-10-23 09:49:00,,40,40,-35.22,-43.55000000000001,-78.77000000000001
trade_3602,2024-10-23 09:40:00,2024-10-23 15:25:00,88.05,158.4,2024-10-23 09:49:00,,40,50,-35.22,-43.55000000000001,-78.77000000000001
trade_3603,2024-10-23 09:40:00,2024-10-23 15:25:00,88.05,158.4,2024-10-23 09:49:00,,40,30,-35.22,-43.55000000000001,-78.77000000000001
trade_3604,2024-10-23 09:40:00,2024-10-23 15:25:00,88.05,158.4,2024-10-23 09:49:00,,40,40,-35.22,-43.55000000000001,-78.77000000000001
trade_3605,2024-10-23 09:40:00,2024-10-23 15:25:00,88.05,158.4,2024-10-23 09:49:00,,40,50,-35.22,-43.55000000000001,-78.77000000000001
trade_3606,2024-10-24 09:20:00,2024-10-24 15:25:00,40.4,120.3,2024-10-24 09:20:00,2024-10-24 09:33:00,20,30,-8.079999999999998,36.250000000000014,28.170000000000016
trade_3607,2024-10-24 09:20:00,2024-10-24 15:25:00,40.4,120.3,2024-10-24 09:20:00,2024-10-24 09:33:00,20,40,-8.079999999999998,53.89999999999999,45.81999999999999
trade_3608,2024-10-24 09:20:00,2024-10-24 15:25:00,40.4,120.3,2024-10-24 09:20:00,2024-10-24 09:33:00,20,50,-8.079999999999998,46.85000000000001,38.77000000000001
trade_3609,2024-10-24 09:20:00,2024-10-24 15:25:00,40.4,120.3,,2024-10-24 09:40:00,40,30,-40.35,-48.11999999999999,-88.47
trade_3610,2024-10-24 09:20:00,2024-10-24 15:25:00,40.4,120.3,,2024-10-24 09:40:00,40,40,-40.35,-48.11999999999999,-88.47
trade_3611,2024-10-24 09:20:00,2024-10-24 15:25:00,40.4,120.3,,2024-10-24 09:40:00,40,50,-40.35,-48.11999999999999,-88.47
trade_3612,2024-10-24 09:20:00,2024-10-24 15:25:00,40.4,120.3,,2024-10-24 09:40:00,40,30,-40.35,-48.11999999999999,-88.47
trade_3613,2024-10-24 09:20:00,2024-10-24 15:25:00,40.4,120.3,,2024-10-24 09:40:00,40,40,-40.35,-48.11999999999999,-88.47
trade_3614,2024-10-24 09:20:00,2024-10-24 15:25:00,40.4,120.3,,2024-10-24 09:40:00,40,50,-40.35,-48.11999999999999,-88.47
trade_3615,2024-10-24 09:40:00,2024-10-24 15:25:00,33.25,93.55,2024-10-24 09:57:00,,20,30,-6.649999999999999,-93.3,-99.94999999999999
trade_3616,2024-10-24 09:40:00,2024-10-24 15:25:00,33.25,93.55,2024-10-24 09:57:00,,20,40,-6.649999999999999,-93.3,-99.94999999999999
trade_3617,2024-10-24 09:40:00,2024-10-24 15:25:00,33.25,93.55,2024-10-24 09:57:00,,20,50,-6.649999999999999,-93.3,-99.94999999999999
trade_3618,2024-10-24 09:40:00,2024-10-24 15:25:00,33.25,93.55,2024-10-24 10:02:00,,40,30,-13.299999999999997,-93.3,-106.6
trade_3619,2024-10-24 09:40:00,2024-10-24 15:25:00,33.25,93.55,2024-10-24 10:02:00,,40,40,-13.299999999999997,-93.3,-106.6
trade_3620,2024-10-24 09:40:00,2024-10-24 15:25:00,33.25,93.55,2024-10-24 10:02:00,,40,50,-13.299999999999997,-93.3,-106.6
trade_3621,2024-10-24 09:40:00,2024-10-24 15:25:00,33.25,93.55,2024-10-24 10:02:00,,40,30,-13.299999999999997,-93.3,-106.6
trade_3622,2024-10-24 09:40:00,2024-10-24 15:25:00,33.25,93.55,2024-10-24 10:02:00,,40,40,-13.299999999999997,-93.3,-106.6
trade_3623,2024-10-24 09:40:00,2024-10-24 15:25:00,33.25,93.55,2024-10-24 10:02:00,,40,50,-13.299999999999997,-93.3,-106.6
trade_3624,2024-10-25 09:20:00,2024-10-25 15:25:00,171.9,147.9,,2024-10-25 09:38:00,20,30,-98.25,-29.580000000000013,-127.83000000000001
trade_3625,2024-10-25 09:20:00,2024-10-25 15:25:00,171.9,147.9,,2024-10-25 09:38:00,20,40,-98.25,-29.580000000000013,-127.83000000000001
trade_3626,2024-10-25 09:20:00,2024-10-25 15:25:00,171.9,147.9,,2024-10-25 09:38:00,20,50,-98.25,-29.580000000000013,-127.83000000000001
trade_3627,2024-10-25 09:20:00,2024-10-25 15:25:00,171.9,147.9,,2024-10-25 09:48:00,40,30,-98.25,-59.16,-157.41
trade_3628,2024-10-25 09:20:00,2024-10-25 15:25:00,171.9,147.9,,2024-10-25 09:48:00,40,40,-98.25,-59.16,-157.41
trade_3629,2024-10-25 09:20:00,2024-10-25 15:25:00,171.9,147.9,,2024-10-25 09:48:00,40,50,-98.25,-59.16,-157.41
trade_3630,2024-10-25 09:20:00,2024-10-25 15:25:00,171.9,147.9,,2024-10-25 09:48:00,40,30,-98.25,-59.16,-157.41
trade_3631,2024-10-25 09:20:00,2024-10-25 15:25:00,171.9,147.9,,2024-10-25 09:48:00,40,40,-98.25,-59.16,-157.41
trade_3632,2024-10-25 09:20:00,2024-10-25 15:25:00,171.9,147.9,,2024-10-25 09:48:00,40,50,-98.25,-59.16,-157.41
trade_3633,2024-10-25 09:40:00,2024-10-25 15:25:00,189.7,144.6,,2024-10-25 09:50:00,20,30,-75.44999999999999,-28.919999999999987,-104.36999999999998
trade_3634,2024-10-25 09:40:00,2024-10-25 15:25:00,189.7,144.6,,2024-10-25 09:50:00,20,40,-75.44999999999999,-28.919999999999987,-104.36999999999998
trade_3635,2024-10-25 09:40:00,2024-10-25 15:25:00,189.7,144.6,,2024-10-25 09:50:00,20,50,-75.44999999999999,-28.919999999999987,-104.36999999999998
trade_3636,2024-10-25 09:40:00,2024-10-25 15:25:00,189.7,144.6,,2024-10-25 10:29:00,40,30,-75.44999999999999,-57.84,-133.29
trade_3637,2024-10-25 09:40:00,2024-10-25 15:25:00,189.7,144.6,,2024-10-25 10:29:00,40,40,-75.44999999999999,-57.84,-133.29
trade_3638,2024-10-25 09:40:00,2024-10-25 15:25:00,189.7,144.6,,2024-10-25 10:29:00,40,50,-75.44999999999999,-57.84,-133.29
trade_3639,2024-10-25 09:40:00,2024-10-25 15:25:00,189.7,144.6,,2024-10-25 10:29:00,40,30,-75.44999999999999,-57.84,-133.29
trade_3640,2024-10-25 09:40:00,2024-10-25 15:25:00,189.7,144.6,,2024-10-25 10:29:00,40,40,-75.44999999999999,-57.84,-133.29
trade_3641,2024-10-25 09:40:00,2024-10-25 15:25:00,189.7,144.6,,2024-10-25 10:29:00,40,50,-75.44999999999999,-57.84,-133.29
trade_3642,2024-10-28 09:20:00,2024-10-28 15:25:00,117.0,156.2,2024-10-28 09:58:00,2024-10-28 09:30:00,20,30,39.25,-31.24000000000001,8.009999999999991
trade_3643,2024-10-28 09:20:00,2024-10-28 15:25:00,117.0,156.2,2024-10-28 09:58:00,2024-10-28 09:30:00,20,40,49.94999999999999,-31.24000000000001,18.70999999999998
trade_3644,2024-10-28 09:20:00,2024-10-28 15:25:00,117.0,156.2,2024-10-28 09:58:00,2024-10-28 09:30:00,20,50,67.25,-31.24000000000001,36.00999999999999
trade_3645,2024-10-28 09:20:00,2024-10-28 15:25:00,117.0,156.2,2024-10-28 10:18:00,2024-10-28 09:43:00,40,30,39.25,-62.47999999999999,-23.22999999999999
trade_3646,2024-10-28 09:20:00,2024-10-28 15:25:00,117.0,156.2,2024-10-28 10:18:00,2024-10-28 09:43:00,40,40,49.94999999999999,-62.47999999999999,-12.530000000000001
trade_3647,2024-10-28 09:20:00,2024-10-28 15:25:00,117.0,156.2,2024-10-28 10:18:00,2024-10-28 09:43:00,40,50,67.25,-62.47999999999999,4.77000000000001
trade_3648,2024-10-28 09:20:00,2024-10-28 15:25:00,117.0,156.2,2024-10-28 10:18:00,2024-10-28 09:43:00,40,30,39.25,-62.47999999999999,-23.22999999999999
trade_3649,2024-10-28 09:20:00,2024-10-28 15:25:00,117.0,156.2,2024-10-28 10:18:00,2024-10-28 09:43:00,40,40,49.94999999999999,-62.47999999999999,-12.530000000000001
