,entry_time,exit_time,ce_price,pe_price,ce_hit_time,pe_hit_time,sl,utsl,ce_pnl,pe_pnl,total_pnl
trade_942,2024-03-15 09:40:00,2024-03-15 15:25:00,139.65,192.75,,2024-03-15 11:09:00,20,30,-12.25,-38.55000000000001,-50.80000000000001
trade_943,2024-03-15 09:40:00,2024-03-15 15:25:00,139.65,192.75,,2024-03-15 11:09:00,20,40,-12.25,-38.55000000000001,-50.80000000000001
trade_944,2024-03-15 09:40:00,2024-03-15 15:25:00,139.65,192.75,,2024-03-15 11:09:00,20,50,-12.25,-38.55000000000001,-50.80000000000001
trade_945,2024-03-15 09:40:00,2024-03-15 15:25:00,139.65,192.75,,,40,30,-12.25,-43.0,-55.25
trade_946,2024-03-15 09:40:00,2024-03-15 15:25:00,139.65,192.75,,,40,40,-12.25,-43.0,-55.25
trade_947,2024-03-15 09:40:00,2024-03-15 15:25:00,139.65,192.75,,,40,50,-12.25,-43.0,-55.25
trade_948,2024-03-15 09:40:00,2024-03-15 15:25:00,139.65,192.75,,,40,30,-12.25,-43.0,-55.25
trade_949,2024-03-15 09:40:00,2024-03-15 15:25:00,139.65,192.75,,,40,40,-12.25,-43.0,-55.25
trade_950,2024-03-15 09:40:00,2024-03-15 15:25:00,139.65,192.75,,,40,50,-12.25,-43.0,-55.25
trade_951,2024-03-18 09:20:00,2024-03-18 15:25:00,106.0,180.85,2024-03-18 12:24:00,2024-03-18 09:36:00,20,30,36.94999999999999,-36.16999999999999,0.7800000000000011
trade_952,2024-03-18 09:20:00,2024-03-18 15:25:00,106.0,180.85,2024-03-18 12:24:00,2024-03-18 09:36:00,20,40,42.30000000000001,-36.16999999999999,6.130000000000024
trade_953,2024-03-18 09:20:00,2024-03-18 15:25:00,106.0,180.85,2024-03-18 12:24:00,2024-03-18 09:36:00,20,50,-5.099999999999994,-36.16999999999999,-41.26999999999998
trade_954,2024-03-18 09:20:00,2024-03-18 15:25:00,106.0,180.85,2024-03-18 14:23:00,,40,30,-42.400000000000006,-42.94999999999999,-85.35
trade_955,2024-03-18 09:20:00,2024-03-18 15:25:00,106.0,180.85,2024-03-18 14:23:00,,40,40,-42.400000000000006,-42.94999999999999,-85.35
trade_956,2024-03-18 09:20:00,2024-03-18 15:25:00,106.0,180.85,2024-03-18 14:23:00,,40,50,-42.400000000000006,-42.94999999999999,-85.35
trade_957,2024-03-18 09:20:00,2024-03-18 15:25:00,106.0,180.85,2024-03-18 14:23:00,,40,30,-42.400000000000006,-42.94999999999999,-85.35
trade_958,2024-03-18 09:20:00,2024-03-18 15:25:00,106.0,180.85,2024-03-18 14:23:00,,40,40,-42.400000000000006,-42.94999999999999,-85.35
trade_959,2024-03-18 09:20:00,2024-03-18 15:25:00,106.0,180.85,2024-03-18 14:23:00,,40,50,-42.400000000000006,-42.94999999999999,-85.35
trade_960,2024-03-18 09:40:00,2024-03-18 15:25:00,131.75,160.5,2024-03-18 10:02:00,,20,30,-26.349999999999994,-68.55,-94.89999999999999
trade_961,2024-03-18 09:40:00,2024-03-18 15:25:00,131.75,160.5,2024-03-18 10:02:00,,20,40,-26.349999999999994,-68.55,-94.89999999999999
trade_962,2024-03-18 09:40:00,2024-03-18 15:25:00,131.75,160.5,2024-03-18 10:02:00,,20,50,-26.349999999999994,-68.55,-94.89999999999999
trade_963,2024-03-18 09:40:00,2024-03-18 15:25:00,131.75,160.5,2024-03-18 12:24:00,,40,30,-52.69999999999999,-68.55,-121.24999999999999
trade_964,2024-03-18 09:40:00,2024-03-18 15:25:00,131.75,160.5,2024-03-18 12:24:00,,40,40,-52.69999999999999,-68.55,-121.24999999999999
trade_965,2024-03-18 09:40:00,2024-03-18 15:25:00,131.75,160.5,2024-03-18 12:24:00,,40,50,-52.69999999999999,-68.55,-121.24999999999999
trade_966,2024-03-18 09:40:00,2024-03-18 15:25:00,131.75,160.5,2024-03-18 12:24:00,,40,30,-52.69999999999999,-68.55,-121.24999999999999
trade_967,2024-03-18 09:40:00,2024-03-18 15:25:00,131.75,160.5,2024-03-18 12:24:00,,40,40,-52.69999999999999,-68.55,-121.24999999999999
trade_968,2024-03-18 09:40:00,2024-03-18 15:25:00,131.75,160.5,2024-03-18 12:24:00,,40,50,-52.69999999999999,-68.55,-121.24999999999999
trade_969,2024-03-19 09:20:00,2024-03-19 15:25:00,112.4,134.9,,2024-03-19 09:30:00,20,30,-72.7,-26.97999999999999,-99.67999999999999
trade_970,2024-03-19 09:20:00,2024-03-19 15:25:00,112.4,134.9,,2024-03-19 09:30:00,20,40,-72.7,-26.97999999999999,-99.67999999999999
trade_971,2024-03-19 09:20:00,2024-03-19 15:25:00,112.4,134.9,,2024-03-19 09:30:00,20,50,-72.7,-26.97999999999999,-99.67999999999999
trade_972,2024-03-19 09:20:00,2024-03-19 15:25:00,112.4,134.9,,2024-03-19 10:05:00,40,30,-72.7,-53.96000000000001,-126.66000000000001
trade_973,2024-03-19 09:20:00,2024-03-19 15:25:00,112.4,134.9,,2024-03-19 10:05:00,40,40,-72.7,-53.96000000000001,-126.66000000000001
trade_974,2024-03-19 09:20:00,2024-03-19 15:25:00,112.4,134.9,,2024-03-19 10:05:00,40,50,-72.7,-53.96000000000001,-126.66000000000001
trade_975,2024-03-19 09:20:00,2024-03-19 15:25:00,112.4,134.9,,2024-03-19 10:05:00,40,30,-72.7,-53.96000000000001,-126.66000000000001
trade_976,2024-03-19 09:20:00,2024-03-19 15:25:00,112.4,134.9,,2024-03-19 10:05:00,40,40,-72.7,-53.96000000000001,-126.66000000000001
trade_977,2024-03-19 09:20:00,2024-03-19 15:25:00,112.4,134.9,,2024-03-19 10:05:00,40,50,-72.7,-53.96000000000001,-126.66000000000001
trade_978,2024-03-19 09:40:00,2024-03-19 15:25:00,105.3,144.95,,2024-03-19 09:59:00,20,30,-65.6,-28.99000000000001,-94.59
trade_979,2024-03-19 09:40:00,2024-03-19 15:25:00,105.3,144.95,,2024-03-19 09:59:00,20,40,-65.6,-28.99000000000001,-94.59
trade_980,2024-03-19 09:40:00,2024-03-19 15:25:00,105.3,144.95,,2024-03-19 09:59:00,20,50,-65.6,-28.99000000000001,-94.59
trade_981,2024-03-19 09:40:00,2024-03-19 15:25:00,105.3,144.95,,2024-03-19 10:22:00,40,30,-65.6,-57.97999999999999,-123.57999999999998
trade_982,2024-03-19 09:40:00,2024-03-19 15:25:00,105.3,144.95,,2024-03-19 10:22:00,40,40,-65.6,-57.97999999999999,-123.57999999999998
trade_983,2024-03-19 09:40:00,2024-03-19 15:25:00,105.3,144.95,,2024-03-19 10:22:00,40,50,-65.6,-57.97999999999999,-123.57999999999998
trade_984,2024-03-19 09:40:00,2024-03-19 15:25:00,105.3,144.95,,2024-03-19 10:22:00,40,30,-65.6,-57.97999999999999,-123.57999999999998
trade_985,2024-03-19 09:40:00,2024-03-19 15:25:00,105.3,144.95,,2024-03-19 10:22:00,40,40,-65.6,-57.97999999999999,-123.57999999999998
trade_986,2024-03-19 09:40:00,2024-03-19 15:25:00,105.3,144.95,,2024-03-19 10:22:00,40,50,-65.6,-57.97999999999999,-123.57999999999998
trade_987,2024-03-20 09:20:00,2024-03-20 15:25:00,89.1,102.95,,2024-03-20 09:31:00,20,30,-34.64999999999999,-20.590000000000003,-55.239999999999995
trade_988,2024-03-20 09:20:00,2024-03-20 15:25:00,89.1,102.95,,2024-03-20 09:31:00,20,40,-34.64999999999999,-20.590000000000003,-55.239999999999995
trade_989,2024-03-20 09:20:00,2024-03-20 15:25:00,89.1,102.95,,2024-03-20 09:31:00,20,50,-34.64999999999999,-20.590000000000003,-55.239999999999995
trade_990,2024-03-20 09:20:00,2024-03-20 15:25:00,89.1,102.95,,2024-03-20 10:01:00,40,30,-34.64999999999999,-41.17999999999999,-75.82999999999998
trade_991,2024-03-20 09:20:00,2024-03-20 15:25:00,89.1,102.95,,2024-03-20 10:01:00,40,40,-34.64999999999999,-41.17999999999999,-75.82999999999998
trade_992,2024-03-20 09:20:00,2024-03-20 15:25:00,89.1,102.95,,2024-03-20 10:01:00,40,50,-34.64999999999999,-41.17999999999999,-75.82999999999998
trade_993,2024-03-20 09:20:00,2024-03-20 15:25:00,89.1,102.95,,2024-03-20 10:01:00,40,30,-34.64999999999999,-41.17999999999999,-75.82999999999998
trade_994,2024-03-20 09:20:00,2024-03-20 15:25:00,89.1,102.95,,2024-03-20 10:01:00,40,40,-34.64999999999999,-41.17999999999999,-75.82999999999998
trade_995,2024-03-20 09:20:00,2024-03-20 15:25:00,89.1,102.95,,2024-03-20 10:01:00,40,50,-34.64999999999999,-41.17999999999999,-75.82999999999998
trade_996,2024-03-20 09:40:00,2024-03-20 15:25:00,48.85,157.45,,2024-03-20 09:55:00,20,30,-25.700000000000003,-31.49000000000001,-57.19000000000001
trade_997,2024-03-20 09:40:00,2024-03-20 15:25:00,48.85,157.45,,2024-03-20 09:55:00,20,40,-25.700000000000003,-31.49000000000001,-57.19000000000001
trade_998,2024-03-20 09:40:00,2024-03-20 15:25:00,48.85,157.45,,2024-03-20 09:55:00,20,50,-25.700000000000003,-31.49000000000001,-57.19000000000001
trade_999,2024-03-20 09:40:00,2024-03-20 15:25:00,48.85,157.45,,2024-03-20 10:02:00,40,30,-25.700000000000003,-62.97999999999999,-88.67999999999999
trade_1000,2024-03-20 09:40:00,2024-03-20 15:25:00,48.85,157.45,,2024-03-20 10:02:00,40,40,-25.700000000000003,-62.97999999999999,-88.67999999999999
trade_1001,2024-03-20 09:40:00,2024-03-20 15:25:00,48.85,157.45,,2024-03-20 10:02:00,40,50,-25.700000000000003,-62.97999999999999,-88.67999999999999
trade_1002,2024-03-20 09:40:00,2024-03-20 15:25:00,48.85,157.45,,2024-03-20 10:02:00,40,30,-25.700000000000003,-62.97999999999999,-88.67999999999999
trade_1003,2024-03-20 09:40:00,2024-03-20 15:25:00,48.85,157.45,,2024-03-20 10:02:00,40,40,-25.700000000000003,-62.97999999999999,-88.67999999999999
trade_1004,2024-03-20 09:40:00,2024-03-20 15:25:00,48.85,157.45,,2024-03-20 10:02:00,40,50,-25.700000000000003,-62.97999999999999,-88.67999999999999
trade_1005,2024-03-21 09:20:00,2024-03-21 15:25:00,19.05,119.45,2024-03-21 10:09:00,2024-03-21 12:09:00,20,30,-3.8099999999999987,34.10000000000001,30.29000000000001
trade_1006,2024-03-21 09:20:00,2024-03-21 15:25:00,19.05,119.45,2024-03-21 10:09:00,2024-03-21 12:09:00,20,40,-3.8099999999999987,34.10000000000001,30.29000000000001
trade_1007,2024-03-21 09:20:00,2024-03-21 15:25:00,19.05,119.45,2024-03-21 10:09:00,2024-03-21 12:09:00,20,50,-3.8099999999999987,-33.400000000000006,-37.21000000000001
trade_1008,2024-03-21 09:20:00,2024-03-21 15:25:00,19.05,119.45,2024-03-21 10:09:00,2024-03-21 12:10:00,40,30,-7.620000000000001,34.10000000000001,26.480000000000008
trade_1009,2024-03-21 09:20:00,2024-03-21 15:25:00,19.05,119.45,2024-03-21 10:09:00,2024-03-21 12:10:00,40,40,-7.620000000000001,34.10000000000001,26.480000000000008
trade_1010,2024-03-21 09:20:00,2024-03-21 15:25:00,19.05,119.45,2024-03-21 10:09:00,2024-03-21 12:10:00,40,50,-7.620000000000001,-33.400000000000006,-41.02000000000001
trade_1011,2024-03-21 09:20:00,2024-03-21 15:25:00,19.05,119.45,2024-03-21 10:09:00,2024-03-21 12:10:00,40,30,-7.620000000000001,34.10000000000001,26.480000000000008
trade_1012,2024-03-21 09:20:00,2024-03-21 15:25:00,19.05,119.45,2024-03-21 10:09:00,2024-03-21 12:10:00,40,40,-7.620000000000001,34.10000000000001,26.480000000000008
trade_1013,2024-03-21 09:20:00,2024-03-21 15:25:00,19.05,119.45,2024-03-21 10:09:00,2024-03-21 12:10:00,40,50,-7.620000000000001,-33.400000000000006,-41.02000000000001
trade_1014,2024-03-21 09:40:00,2024-03-21 15:25:00,14.7,119.3,2024-03-21 10:04:00,2024-03-21 12:09:00,20,30,-2.9400000000000013,34.250000000000014,31.310000000000013
trade_1015,2024-03-21 09:40:00,2024-03-21 15:25:00,14.7,119.3,2024-03-21 10:04:00,2024-03-21 12:09:00,20,40,-2.9400000000000013,34.250000000000014,31.310000000000013
trade_1016,2024-03-21 09:40:00,2024-03-21 15:25:00,14.7,119.3,2024-03-21 10:04:00,2024-03-21 12:09:00,20,50,-2.9400000000000013,-33.25,-36.19
trade_1017,2024-03-21 09:40:00,2024-03-21 15:25:00,14.7,119.3,2024-03-21 10:05:00,2024-03-21 12:10:00,40,30,-5.879999999999999,34.250000000000014,28.370000000000015
trade_1018,2024-03-21 09:40:00,2024-03-21 15:25:00,14.7,119.3,2024-03-21 10:05:00,2024-03-21 12:10:00,40,40,-5.879999999999999,34.250000000000014,28.370000000000015
trade_1019,2024-03-21 09:40:00,2024-03-21 15:25:00,14.7,119.3,2024-03-21 10:05:00,2024-03-21 12:10:00,40,50,-5.879999999999999,-33.25,-39.129999999999995
trade_1020,2024-03-21 09:40:00,2024-03-21 15:25:00,14.7,119.3,2024-03-21 10:05:00,2024-03-21 12:10:00,40,30,-5.879999999999999,34.250000000000014,28.370000000000015
trade_1021,2024-03-21 09:40:00,2024-03-21 15:25:00,14.7,119.3,2024-03-21 10:05:00,2024-03-21 12:10:00,40,40,-5.879999999999999,34.250000000000014,28.370000000000015
trade_1022,2024-03-21 09:40:00,2024-03-21 15:25:00,14.7,119.3,2024-03-21 10:05:00,2024-03-21 12:10:00,40,50,-5.879999999999999,-33.25,-39.129999999999995
trade_1023,2024-03-22 09:20:00,2024-03-22 15:25:00,145.65,116.55,2024-03-22 10:12:00,2024-03-22 09:25:00,20,30,47.0,-23.309999999999988,23.690000000000012
trade_1024,2024-03-22 09:20:00,2024-03-22 15:25:00,145.65,116.55,2024-03-22 10:12:00,2024-03-22 09:25:00,20,40,57.75,-23.309999999999988,34.44000000000001
trade_1025,2024-03-22 09:20:00,2024-03-22 15:25:00,145.65,116.55,2024-03-22 10:12:00,2024-03-22 09:25:00,20,50,67.15,-23.309999999999988,43.84000000000002
trade_1026,2024-03-22 09:20:00,2024-03-22 15:25:00,145.65,116.55,2024-03-22 10:18:00,2024-03-22 09:30:00,40,30,47.0,-46.61999999999999,0.38000000000000966
trade_1027,2024-03-22 09:20:00,2024-03-22 15:25:00,145.65,116.55,2024-03-22 10:18:00,2024-03-22 09:30:00,40,40,57.75,-46.61999999999999,11.13000000000001
trade_1028,2024-03-22 09:20:00,2024-03-22 15:25:00,145.65,116.55,2024-03-22 10:18:00,2024-03-22 09:30:00,40,50,67.15,-46.61999999999999,20.530000000000015
trade_1029,2024-03-22 09:20:00,2024-03-22 15:25:00,145.65,116.55,2024-03-22 10:18:00,2024-03-22 09:30:00,40,30,47.0,-46.61999999999999,0.38000000000000966
trade_1030,2024-03-22 09:20:00,2024-03-22 15:25:00,145.65,116.55,2024-03-22 10:18:00,2024-03-22 09:30:00,40,40,57.75,-46.61999999999999,11.13000000000001
trade_1031,2024-03-22 09:20:00,2024-03-22 15:25:00,145.65,116.55,2024-03-22 10:18:00,2024-03-22 09:30:00,40,50,67.15,-46.61999999999999,20.530000000000015
trade_1032,2024-03-22 09:40:00,2024-03-22 15:25:00,137.3,130.2,2024-03-22 10:01:00,,20,30,-27.460000000000008,-70.1,-97.56
trade_1033,2024-03-22 09:40:00,2024-03-22 15:25:00,137.3,130.2,2024-03-22 10:01:00,,20,40,-27.460000000000008,-70.1,-97.56
trade_1034,2024-03-22 09:40:00,2024-03-22 15:25:00,137.3,130.2,2024-03-22 10:01:00,,20,50,-27.460000000000008,-70.1,-97.56
trade_1035,2024-03-22 09:40:00,2024-03-22 15:25:00,137.3,130.2,2024-03-22 10:14:00,,40,30,-54.920000000000016,-70.1,-125.02000000000001
trade_1036,2024-03-22 09:40:00,2024-03-22 15:25:00,137.3,130.2,2024-03-22 10:14:00,,40,40,-54.920000000000016,-70.1,-125.02000000000001
trade_1037,2024-03-22 09:40:00,2024-03-22 15:25:00,137.3,130.2,2024-03-22 10:14:00,,40,50,-54.920000000000016,-70.1,-125.02000000000001
trade_1038,2024-03-22 09:40:00,2024-03-22 15:25:00,137.3,130.2,2024-03-22 10:14:00,,40,30,-54.920000000000016,-70.1,-125.02000000000001
trade_1039,2024-03-22 09:40:00,2024-03-22 15:25:00,137.3,130.2,2024-03-22 10:14:00,,40,40,-54.920000000000016,-70.1,-125.02000000000001
trade_1040,2024-03-22 09:40:00,2024-03-22 15:25:00,137.3,130.2,2024-03-22 10:14:00,,40,50,-54.920000000000016,-70.1,-125.02000000000001
trade_1041,2024-03-26 09:20:00,2024-03-26 15:25:00,117.5,113.0,,,20,30,-27.549999999999997,-19.400000000000006,-46.95
trade_1042,2024-03-26 09:20:00,2024-03-26 15:25:00,117.5,113.0,,,20,40,-27.549999999999997,-19.400000000000006,-46.95
trade_1043,2024-03-26 09:20:00,2024-03-26 15:25:00,117.5,113.0,,,20,50,-27.549999999999997,-19.400000000000006,-46.95
trade_1044,2024-03-26 09:20:00,2024-03-26 15:25:00,117.5,113.0,,,40,30,-27.549999999999997,-19.400000000000006,-46.95
trade_1045,2024-03-26 09:20:00,2024-03-26 15:25:00,117.5,113.0,,,40,40,-27.549999999999997,-19.400000000000006,-46.95
trade_1046,2024-03-26 09:20:00,2024-03-26 15:25:00,117.5,113.0,,,40,50,-27.549999999999997,-19.400000000000006,-46.95
trade_1047,2024-03-26 09:20:00,2024-03-26 15:25:00,117.5,113.0,,,40,30,-27.549999999999997,-19.400000000000006,-46.95
trade_1048,2024-03-26 09:20:00,2024-03-26 15:25:00,117.5,113.0,,,40,40,-27.549999999999997,-19.400000000000006,-46.95
trade_1049,2024-03-26 09:20:00,2024-03-26 15:25:00,117.5,113.0,,,40,50,-27.549999999999997,-19.400000000000006,-46.95
trade_1050,2024-03-26 09:40:00,2024-03-26 15:25:00,106.0,115.15,,,20,30,-16.049999999999997,-21.55000000000001,-37.60000000000001
trade_1051,2024-03-26 09:40:00,2024-03-26 15:25:00,106.0,115.15,,,20,40,-16.049999999999997,-21.55000000000001,-37.60000000000001
trade_1052,2024-03-26 09:40:00,2024-03-26 15:25:00,106.0,115.15,,,20,50,-16.049999999999997,-21.55000000000001,-37.60000000000001
trade_1053,2024-03-26 09:40:00,2024-03-26 15:25:00,106.0,115.15,,,40,30,-16.049999999999997,-21.55000000000001,-37.60000000000001
trade_1054,2024-03-26 09:40:00,2024-03-26 15:25:00,106.0,115.15,,,40,40,-16.049999999999997,-21.55000000000001,-37.60000000000001
trade_1055,2024-03-26 09:40:00,2024-03-26 15:25:00,106.0,115.15,,,40,50,-16.049999999999997,-21.55000000000001,-37.60000000000001
trade_1056,2024-03-26 09:40:00,2024-03-26 15:25:00,106.0,115.15,,,40,30,-16.049999999999997,-21.55000000000001,-37.60000000000001
trade_1057,2024-03-26 09:40:00,2024-03-26 15:25:00,106.0,115.15,,,40,40,-16.049999999999997,-21.55000000000001,-37.60000000000001
trade_1058,2024-03-26 09:40:00,2024-03-26 15:25:00,106.0,115.15,,,40,50,-16.049999999999997,-21.55000000000001,-37.60000000000001
trade_1059,2024-03-27 09:20:00,2024-03-27 15:25:00,77.1,91.4,2024-03-27 09:27:00,,20,30,-15.420000000000002,-67.05000000000001,-82.47000000000001
trade_1060,2024-03-27 09:20:00,2024-03-27 15:25:00,77.1,91.4,2024-03-27 09:27:00,,20,40,-15.420000000000002,-67.05000000000001,-82.47000000000001
trade_1061,2024-03-27 09:20:00,2024-03-27 15:25:00,77.1,91.4,2024-03-27 09:27:00,,20,50,-15.420000000000002,-67.05000000000001,-82.47000000000001
trade_1062,2024-03-27 09:20:00,2024-03-27 15:25:00,77.1,91.4,2024-03-27 09:30:00,,40,30,-30.840000000000003,-67.05000000000001,-97.89000000000001
trade_1063,2024-03-27 09:20:00,2024-03-27 15:25:00,77.1,91.4,2024-03-27 09:30:00,,40,40,-30.840000000000003,-67.05000000000001,-97.89000000000001
trade_1064,2024-03-27 09:20:00,2024-03-27 15:25:00,77.1,91.4,2024-03-27 09:30:00,,40,50,-30.840000000000003,-67.05000000000001,-97.89000000000001
trade_1065,2024-03-27 09:20:00,2024-03-27 15:25:00,77.1,91.4,2024-03-27 09:30:00,,40,30,-30.840000000000003,-67.05000000000001,-97.89000000000001
trade_1066,2024-03-27 09:20:00,2024-03-27 15:25:00,77.1,91.4,2024-03-27 09:30:00,,40,40,-30.840000000000003,-67.05000000000001,-97.89000000000001
trade_1067,2024-03-27 09:20:00,2024-03-27 15:25:00,77.1,91.4,2024-03-27 09:30:00,,40,50,-30.840000000000003,-67.05000000000001,-97.89000000000001
trade_1068,2024-03-27 09:40:00,2024-03-27 15:25:00,114.9,64.2,2024-03-27 10:02:00,,20,30,-22.97999999999999,-39.85,-62.82999999999999
trade_1069,2024-03-27 09:40:00,2024-03-27 15:25:00,114.9,64.2,2024-03-27 10:02:00,,20,40,-22.97999999999999,-39.85,-62.82999999999999
trade_1070,2024-03-27 09:40:00,2024-03-27 15:25:00,114.9,64.2,2024-03-27 10:02:00,,20,50,-22.97999999999999,-39.85,-62.82999999999999
trade_1071,2024-03-27 09:40:00,2024-03-27 15:25:00,114.9,64.2,,,40,30,0.04999999999999716,-39.85,-39.800000000000004
trade_1072,2024-03-27 09:40:00,2024-03-27 15:25:00,114.9,64.2,,,40,40,0.04999999999999716,-39.85,-39.800000000000004
trade_1073,2024-03-27 09:40:00,2024-03-27 15:25:00,114.9,64.2,,,40,50,0.04999999999999716,-39.85,-39.800000000000004
trade_1074,2024-03-27 09:40:00,2024-03-27 15:25:00,114.9,64.2,,,40,30,0.04999999999999716,-39.85,-39.800000000000004
trade_1075,2024-03-27 09:40:00,2024-03-27 15:25:00,114.9,64.2,,,40,40,0.04999999999999716,-39.85,-39.800000000000004
trade_1076,2024-03-27 09:40:00,2024-03-27 15:25:00,114.9,64.2,,,40,50,0.04999999999999716,-39.85,-39.800000000000004
trade_1077,2024-03-28 09:20:00,2024-03-28 15:25:00,55.85,41.3,2024-03-28 09:22:00,,20,30,-11.169999999999995,-41.199999999999996,-52.36999999999999
trade_1078,2024-03-28 09:20:00,2024-03-28 15:25:00,55.85,41.3,2024-03-28 09:22:00,,20,40,-11.169999999999995,-41.199999999999996,-52.36999999999999
trade_1079,2024-03-28 09:20:00,2024-03-28 15:25:00,55.85,41.3,2024-03-28 09:22:00,,20,50,-11.169999999999995,-41.199999999999996,-52.36999999999999
trade_1080,2024-03-28 09:20:00,2024-03-28 15:25:00,55.85,41.3,2024-03-28 09:42:00,,40,30,-22.339999999999996,-41.199999999999996,-63.53999999999999
trade_1081,2024-03-28 09:20:00,2024-03-28 15:25:00,55.85,41.3,2024-03-28 09:42:00,,40,40,-22.339999999999996,-41.199999999999996,-63.53999999999999
trade_1082,2024-03-28 09:20:00,2024-03-28 15:25:00,55.85,41.3,2024-03-28 09:42:00,,40,50,-22.339999999999996,-41.199999999999996,-63.53999999999999
trade_1083,2024-03-28 09:20:00,2024-03-28 15:25:00,55.85,41.3,2024-03-28 09:42:00,,40,30,-22.339999999999996,-41.199999999999996,-63.53999999999999
trade_1084,2024-03-28 09:20:00,2024-03-28 15:25:00,55.85,41.3,2024-03-28 09:42:00,,40,40,-22.339999999999996,-41.199999999999996,-63.53999999999999
trade_1085,2024-03-28 09:20:00,2024-03-28 15:25:00,55.85,41.3,2024-03-28 09:42:00,,40,50,-22.339999999999996,-41.199999999999996,-63.53999999999999
trade_1086,2024-03-28 09:40:00,2024-03-28 15:25:00,72.0,30.0,2024-03-28 09:42:00,,20,30,-14.400000000000006,-29.9,-44.300000000000004
trade_1087,2024-03-28 09:40:00,2024-03-28 15:25:00,72.0,30.0,2024-03-28 09:42:00,,20,40,-14.400000000000006,-29.9,-44.300000000000004
trade_1088,2024-03-28 09:40:00,2024-03-28 15:25:00,72.0,30.0,2024-03-28 09:42:00,,20,50,-14.400000000000006,-29.9,-44.300000000000004
trade_1089,2024-03-28 09:40:00,2024-03-28 15:25:00,72.0,30.0,2024-03-28 09:44:00,,40,30,-28.799999999999997,-29.9,-58.699999999999996
trade_1090,2024-03-28 09:40:00,2024-03-28 15:25:00,72.0,30.0,2024-03-28 09:44:00,,40,40,-28.799999999999997,-29.9,-58.699999999999996
trade_1091,2024-03-28 09:40:00,2024-03-28 15:25:00,72.0,30.0,2024-03-28 09:44:00,,40,50,-28.799999999999997,-29.9,-58.699999999999996
trade_1092,2024-03-28 09:40:00,2024-03-28 15:25:00,72.0,30.0,2024-03-28 09:44:00,,40,30,-28.799999999999997,-29.9,-58.699999999999996
trade_1093,2024-03-28 09:40:00,2024-03-28 15:25:00,72.0,30.0,2024-03-28 09:44:00,,40,40,-28.799999999999997,-29.9,-58.699999999999996
trade_1094,2024-03-28 09:40:00,2024-03-28 15:25:00,72.0,30.0,2024-03-28 09:44:00,,40,50,-28.799999999999997,-29.9,-58.699999999999996
trade_1095,2024-04-01 09:20:00,2024-04-01 15:25:00,90.4,179.15,,,20,30,-32.7,-8.099999999999994,-40.8
trade_1096,2024-04-01 09:20:00,2024-04-01 15:25:00,90.4,179.15,,,20,40,-32.7,-8.099999999999994,-40.8
trade_1097,2024-04-01 09:20:00,2024-04-01 15:25:00,90.4,179.15,,,20,50,-32.7,-8.099999999999994,-40.8
trade_1098,2024-04-01 09:20:00,2024-04-01 15:25:00,90.4,179.15,,,40,30,-32.7,-8.099999999999994,-40.8
trade_1099,2024-04-01 09:20:00,2024-04-01 15:25:00,90.4,179.15,,,40,40,-32.7,-8.099999999999994,-40.8
trade_1100,2024-04-01 09:20:00,2024-04-01 15:25:00,90.4,179.15,,,40,50,-32.7,-8.099999999999994,-40.8
trade_1101,2024-04-01 09:20:00,2024-04-01 15:25:00,90.4,179.15,,,40,30,-32.7,-8.099999999999994,-40.8
trade_1102,2024-04-01 09:20:00,2024-04-01 15:25:00,90.4,179.15,,,40,40,-32.7,-8.099999999999994,-40.8
trade_1103,2024-04-01 09:20:00,2024-04-01 15:25:00,90.4,179.15,,,40,50,-32.7,-8.099999999999994,-40.8
trade_1104,2024-04-01 09:40:00,2024-04-01 15:25:00,89.25,169.25,,2024-04-01 13:08:00,20,30,-31.549999999999997,-33.849999999999994,-65.39999999999999
trade_1105,2024-04-01 09:40:00,2024-04-01 15:25:00,89.25,169.25,,2024-04-01 13:08:00,20,40,-31.549999999999997,-33.849999999999994,-65.39999999999999
trade_1106,2024-04-01 09:40:00,2024-04-01 15:25:00,89.25,169.25,,2024-04-01 13:08:00,20,50,-31.549999999999997,-33.849999999999994,-65.39999999999999
trade_1107,2024-04-01 09:40:00,2024-04-01 15:25:00,89.25,169.25,,,40,30,-31.549999999999997,1.8000000000000114,-29.749999999999986
trade_1108,2024-04-01 09:40:00,2024-04-01 15:25:00,89.25,169.25,,,40,40,-31.549999999999997,1.8000000000000114,-29.749999999999986
trade_1109,2024-04-01 09:40:00,2024-04-01 15:25:00,89.25,169.25,,,40,50,-31.549999999999997,1.8000000000000114,-29.749999999999986
trade_1110,2024-04-01 09:40:00,2024-04-01 15:25:00,89.25,169.25,,,40,30,-31.549999999999997,1.8000000000000114,-29.749999999999986
trade_1111,2024-04-01 09:40:00,2024-04-01 15:25:00,89.25,169.25,,,40,40,-31.549999999999997,1.8000000000000114,-29.749999999999986
trade_1112,2024-04-01 09:40:00,2024-04-01 15:25:00,89.25,169.25,,,40,50,-31.549999999999997,1.8000000000000114,-29.749999999999986
trade_1113,2024-04-02 09:20:00,2024-04-02 15:25:00,37.25,208.05,2024-04-02 09:31:00,,20,30,-7.450000000000003,-32.05000000000001,-39.500000000000014
trade_1114,2024-04-02 09:20:00,2024-04-02 15:25:00,37.25,208.05,2024-04-02 09:31:00,,20,40,-7.450000000000003,-32.05000000000001,-39.500000000000014
